,50.11872336,63.09573445,79.43282347,100,125.8925412,158.4893193,199.5262315,251.1886432,316.227766,398.1071706,501.1872336,630.9573445,794.3282347,1000,1258.925412,1584.893192,1995.262315,2511.886432,3162.27766,3981.071706,5011.872336,6309.573445,7943.282347,10000
,50.11872336,63.09573445,79.43282347,100,125.8925412,158.4893193,199.5262315,251.1886432,316.227766,398.1071706,501.1872336,630.9573445,794.3282347,1000,1258.925412,1584.893192,1995.262315,2511.886432,3162.27766,3981.071706,5011.872336,6309.573445,7943.282347,10000
-4.04040404,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99
-2.02020202,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99
0,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99
2.02020202,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99
4.04040404,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,0.100444869,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99
6.06060606,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,0.112357906,0.125405226,0.11382192,0.100742543,1.00E-99,1.00E-99,1.00E-99
8.08080808,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,0.14027863,0.156568184,0.145654155,0.128916907,1.00E-99,1.00E-99,1.00E-99
10.1010101,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,1.00E-99,0.114384677,0.1751376,0.195475077,0.186388816,0.164970712,0.101597927,1.00E-99,1.00E-99
