t_source [s],f50,f63,f80,f100,f125,f160,f200,f250,f315,f400,f500,f630,f800,f1000,f1250,f1600,f2000,f2500,f3150,f4000,f5000,f6300,f8000,f10000
32.65,5.835296982,6.522187928,7.293858753,8.065529577,8.877200402,9.828871227,10.7123167,11.63226479,12.59398753,13.54108169,14.41167324,15.29995051,16.19822776,17.00941087,17.7511336,18.33714849,18.80606922,19.23149256,19.60287888,19.72526761,19.73,19.73,19.73,19.73
32.85,5.8764334,6.574733602,7.353123139,8.131512676,8.949902214,9.908291751,10.79744186,11.72125634,12.68583139,13.6307493,14.50100282,15.38642777,16.28185272,17.09235976,17.83693481,18.4137167,18.87558069,19.29210906,19.6492338,19.72797183,19.73,19.73,19.73,19.73
33.05,5.916185714,6.624742857,7.409985715,8.194842857,9.0197,9.984171429,10.87902858,11.80607143,12.77272858,13.71607143,14.58568571,15.46864286,16.3616,17.17082857,17.91825715,18.48674286,18.94188572,19.3496,19.6886,19.73,19.73,19.73,19.73,19.73
33.25,5.951785715,6.667142857,7.459642858,8.250214286,9.080785715,10.04942857,10.95,11.87835714,12.84478572,13.78835714,14.65642858,15.53807143,16.42971429,17.23585715,17.98614286,18.54914286,18.99857143,19.39771429,19.707,19.73,19.73,19.73,19.73,19.73
33.45,5.987385715,6.709542857,7.5093,8.305585715,9.141871429,10.11468571,11.02097142,11.95064285,12.91684286,13.86064285,14.72717144,15.60750001,16.49782858,17.30088572,18.05402857,18.61154286,19.05525714,19.44582858,19.7254,19.73,19.73,19.73,19.73,19.73
33.65,6.021554527,6.747929376,7.555532797,8.35714165,9.199130785,10.17512535,11.08635392,12.01711448,12.9815002,13.9267342,14.79111992,15.67111993,16.56035936,17.35913079,18.11436479,18.66913079,19.10676137,19.48953823,19.73,19.73,19.73,19.73,19.73,19.73
33.85,6.055246278,6.784978069,7.600624145,8.407425755,9.255114688,10.23395916,11.14987344,12.08164809,13.04369095,13.99076077,14.85280363,15.73280363,16.62102898,17.41511469,18.1721845,18.72511469,19.15653843,19.53177968,19.73,19.73,19.73,19.73,19.73,19.73
34.05,6.088119637,6.82175565,7.644670376,8.456309668,9.309481538,10.29117097,11.21086369,12.14434284,13.10459999,14.05260327,14.91286041,15.79265341,16.67917425,17.46948154,18.22727781,18.77948154,19.20436309,19.57132494,19.73,19.73,19.73,19.73,19.73,19.73
34.25,6.118537826,6.857719899,7.685581258,8.500993008,9.358997224,10.34351683,11.26426612,12.20152105,13.16166391,14.10789359,14.96803644,15.84700144,16.72974651,17.51899723,18.2741919,18.82899723,19.24633055,19.60278165,19.73,19.73,19.73,19.73,19.73,19.73
34.27,6.121579645,6.861316324,7.689672346,8.505461342,9.363948792,10.34875142,11.26960636,12.20723887,13.1673703,14.11342262,14.97355404,15.85243624,16.73480374,17.52394879,18.27888331,18.83394879,19.25052729,19.60592732,19.73,19.73,19.73,19.73,19.73,19.73
35.27,6.269387746,7.035750406,7.885348665,8.722358563,9.600312484,10.59931599,11.52856439,12.47767224,13.43602791,14.37583549,15.23543315,16.10702441,16.97707689,17.75866815,18.50006699,19.07071483,19.45375741,19.71296425,19.73,19.73,19.73,19.73,19.73,19.73
36.27,6.411409263,7.194518252,8.065586812,8.918695801,9.80825223,10.82148542,11.76104184,12.71379598,13.66043859,14.59535735,15.45168059,16.31812803,17.17844741,17.95489484,18.68533842,19.28285162,19.62991309,19.7295032,19.73,19.73,19.73,19.73,19.73,19.73
37.27,6.544581809,7.342040118,8.222442456,9.089670109,9.986726082,11.01294239,11.95953705,12.91311407,13.84588642,14.78380476,15.63464442,16.49525342,17.34842812,18.11779512,18.8409698,19.47519573,19.71908439,19.73,19.73,19.73,19.73,19.73,19.73,19.73
38.27,6.660995057,7.472071514,8.361592457,9.240031086,10.14234954,11.17390506,12.1217108,13.08002523,14.00082366,14.93206566,15.78206566,16.63942782,17.48898425,18.24835137,18.9679078,19.63962792,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73
39.27,6.760435635,7.579424292,8.475210205,9.355210205,10.26419887,11.29732855,12.24419887,13.19702483,14.1123348,15.04116586,15.8910928,16.74210414,17.58624518,18.34187348,19.0558684,19.68108258,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73
40.27,6.8378306,7.657173071,8.555667426,9.435009896,10.34435237,11.37483143,12.32369484,13.26307424,14.18128472,15.1035533,15.95252672,16.80252672,17.64300578,18.39376872,19.0956193,19.59294058,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73
41.27,6.880545294,7.694082235,8.587988236,9.461525177,10.36630412,11.39506212,12.33984106,13.26578894,14.18093694,15.10578894,15.95093694,16.80093694,17.64217894,18.39217894,19.03529635,19.471184,19.725032,19.73,19.73,19.73,19.73,19.73,19.73,19.73
42.27,6.883854336,7.683215343,8.56264941,9.423252418,10.32198316,11.34137143,12.28134417,13.1988329,14.10949043,15.0388329,15.88073243,16.73134417,17.58010217,18.32767378,18.88233101,19.33297,19.67459549,19.73,19.73,19.73,19.73,19.73,19.73,19.73
43.27,6.840200269,7.619070447,8.477940627,9.325568806,10.2093829,11.21443899,12.14825307,13.04455117,13.95455117,14.88455117,15.73330917,16.58825307,17.43949507,18.16113761,18.66220343,19.14333326,19.51951917,19.721306,19.73,19.73,19.73,19.73,19.73,19.73
44.27,6.749082681,7.496306718,8.323530756,9.141996793,9.99998781,10.9872802,11.9045726,12.78450424,13.69380562,14.62450424,15.47574624,16.3370566,17.19232147,17.84068296,18.3627603,18.88305226,19.29451787,19.63221025,19.72371237,19.73,19.73,19.73,19.73,19.73
45.27,6.576615774,7.271438349,8.046098037,8.820757726,9.636519799,10.58681212,11.46834645,12.33130893,13.23535052,14.16941539,15.02833627,15.90348025,16.73256839,17.35832318,17.92662596,18.49180339,18.95010619,19.34857186,19.64434704,19.72576499,19.73,19.73,19.73,19.73
46.27,6.315244596,6.935790916,7.63315258,8.340229194,9.089688764,9.978449705,10.80692561,11.64071282,12.53170222,13.45825924,14.31952999,15.20041836,15.99195979,16.65934229,17.28548279,17.91522152,18.43327592,18.89260106,19.30744942,19.63284469,19.70320538,19.73,19.73,19.73
47.27,5.937319957,6.458841889,7.042579605,7.642762021,8.292519006,9.079203675,9.816581994,10.59023998,11.42963144,12.32572799,13.17977165,14.02782389,14.84032782,15.56904606,16.26083662,16.97737903,17.57624256,18.11882428,18.62961564,19.08890247,19.42560986,19.64462884,19.69587769,19.71823369
48.27,5.480456124,5.870537784,6.306700283,6.756211522,7.256872551,7.871765369,8.464413559,9.113050699,9.836517953,10.63261637,11.41295594,12.21523645,13.03993731,13.80864953,14.56345197,15.36770294,16.0632419,16.71639813,17.35108173,17.94441312,18.44691759,18.8978139,19.28449179,19.48514579
49.27,5.016254412,5.262354098,5.541310403,5.817555919,6.122332646,6.505185641,6.882472553,7.307821947,7.809578711,8.381294965,8.959097553,9.60436317,10.31140212,11.01369984,11.73544835,12.55774196,13.2981137,14.03307813,14.78092721,15.52165963,16.18294444,16.82094578,17.43625332,17.94789493
50.27,4.1129796,4.23756888,4.37294592,4.49191672,4.62075528,4.77168112,4.9158212,5.08451032,5.28417696,5.52004288,5.76980232,6.07111504,6.42819656,6.81190936,7.23467992,7.76732056,8.28341768,8.8434148,9.46240144,10.12601832,10.76359688,11.43249864,12.11934184,12.7518652
51.27,0.5770332,0.59265756,0.60935004,0.62338464,0.63848736,0.65555244,0.6715494,0.69057684,0.71298252,0.73983456,0.76882284,0.80474148,0.84848472,0.89667432,0.95090004,1.02112272,1.09045116,1.1672316,1.25360028,1.34759484,1.43908056,1.53640368,1.63725408,1.7309754
52.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
