z [m],M_0 [-],T/TMAX [-],Nc_L [%],Fn [N],Wf [kg/s],jet_V [m/s],jet_Tt [K],jet_rho [kg/m3],jet_A [m2],jet_M [-],core_mdot_in [kg/s],core_Pt_in [Pa],core_Tt_in [K],core_Tt_out [K],core_DT_t [K],core_HPT_rho_in [kg/m3],core_HPT_c_in [m/s],core_LPT_rho_out [kg/m3],core_LPT_c_out [m/s],fan_mdot_in [kg/s],fan_N [rpm],fan_DTt [K],fan_d [m],fan_A [m2],fan_M_d [-],fan_B [-],fan_V [-],fan RSS [-]
499.872,0.45,0.75,0.0,49016.8798,0.9247,399.15577,477.343,0.83242,0.61932,0.9988,29.099159999999998,1781314.46143,697.20777,1746.8103600000002,758.8926700000001,3.39457,800.47212,0.5916399999999999,603.85528,206.69381,3098.53616,55.66271999999999,1.1948,0.7032,0.0,0.0,0.0,0.0
499.872,0.45,0.7,0.0,45750.4805,0.8655,387.59172,469.29348,0.8401700000000001,0.61931,0.97425,28.042040000000004,1699553.57755,687.71294,1712.3717600000002,742.14491,3.30389,793.0052,0.58636,599.11287,202.58135,3035.08707,52.82516,1.1948,0.7032,0.0,0.0,0.0,0.0
499.872,0.45,0.65,0.0,42482.3508,0.8078,375.79289,461.36183,0.8478899999999999,0.61931,0.9488,26.95363,1617072.67829,678.09717,1678.0393,724.98853,3.20785,785.4789,0.5808,594.48699,198.2304,2970.11063,49.95982,1.1948,0.7032,0.0,0.0,0.0,0.0
499.872,0.45,0.6,0.0,39213.6315,0.7503,363.64637999999997,453.25499,0.85615,0.61932,0.9224700000000001,25.842679999999998,1533722.3991,667.96881,1641.89425,706.59142,3.10948,777.48561,0.5757399999999999,589.66882,193.70358000000002,2898.96235,46.98709,1.1948,0.7032,0.0,0.0,0.0,0.0
499.872,0.45,0.55,0.0,35948.2364,0.6932,351.14814,445.00170999999995,0.86492,0.61931,0.8952,24.72145,1449879.69425,657.38004,1603.50393,686.89325,3.0098700000000003,768.90591,0.57131,584.53267,188.97017,2821.14572,43.945570000000004,1.1948,0.7032,0.0,0.0,0.0,0.0
499.872,0.45,0.5,0.0,32678.0667,0.6373,338.27392000000003,436.7692,0.8738799999999999,0.61932,0.8667100000000001,23.58439,1365962.70607,646.48167,1563.72306,666.25681,2.9078,759.89362,0.56719,579.21173,183.9377,2736.55081,40.88637,1.1948,0.7032,0.0,0.0,0.0,0.0
499.872,0.45,0.45,0.0,29410.1866,0.5827,325.00861000000003,428.59945999999997,0.8829299999999999,0.61932,0.83691,22.43494,1282098.89208,635.23321,1522.39446,644.4950200000001,2.80336,750.39349,0.56334,573.70392,178.56363000000002,2644.11135,37.814409999999995,1.1948,0.7032,0.0,0.0,0.0,0.0
499.872,0.45,0.4,0.0,26142.3169,0.5286,311.21901,420.28547000000003,0.8925200000000001,0.61932,0.8056300000000001,21.26436,1197472.19573,623.24766,1478.30261,620.91198,2.6964099999999998,740.10284,0.56013,567.84934,172.85338000000002,2542.60292,34.64774,1.1948,0.7032,0.0,0.0,0.0,0.0
499.872,0.45,0.35,0.0,22874.4409,0.4746,296.77756,411.63969,0.9031100000000001,0.61932,0.77267,20.07144,1111589.3512799998,610.18097,1429.80304,594.7768599999999,2.58792,728.62508,0.55824,561.35205,166.79654,2431.89715,31.35227,1.1948,0.7032,0.0,0.0,0.0,0.0
499.872,0.45,0.3,0.0,19606.4818,0.4206,281.56475,402.58707000000004,0.9149299999999999,0.61933,0.7377199999999999,18.82955,1023238.71814,595.8543599999999,1376.7306800000001,565.8638,2.47407,715.81646,0.55772,554.21164,160.32798,2319.69105,27.9026,1.1948,0.7032,0.0,0.0,0.0,0.0
499.872,0.5,1.05,0.0,68952.5985,1.3907,476.02212000000003,538.87123,0.77474,0.6303,1.1504299999999998,36.27476,2370039.01771,766.27026,1989.8304100000003,872.2208699999999,3.96495,851.05793,0.62326,637.46344,233.33512000000002,3575.2399299999997,76.12863,1.1948,0.7032,0.0,0.0,0.0,0.0
499.872,0.5,1.0,0.0,65670.5932,1.3069,464.94562,527.25688,0.78719,0.6279,1.13235,35.234590000000004,2275951.4011,753.7969400000001,1944.9203100000002,851.34288,3.89545,841.94702,0.62388,631.43758,230.71997000000002,3484.8512600000004,72.0775,1.1948,0.7032,0.0,0.0,0.0,0.0
499.872,0.5,0.95,0.0,62386.5559,1.231,454.2296,517.17372,0.79755,0.62568,1.1132600000000001,34.18724,2185732.5466,742.7300799999999,1905.39273,832.71204,3.81863,833.85883,0.62212,626.14254,227.58492,3406.3002100000003,68.53328,1.1948,0.7032,0.0,0.0,0.0,0.0
499.872,0.5,0.9,0.0,59101.2944,1.16,443.58845,507.93634000000003,0.80672,0.62371,1.09322,33.14183,2098260.8544400004,732.4966400000001,1868.5026699999999,815.24451,3.7381699999999998,826.23982,0.61902,621.16508,224.12608999999998,3332.1068800000003,65.28282,1.1948,0.7032,0.0,0.0,0.0,0.0
499.872,0.5,0.85,0.0,55819.7558,1.0923,432.88775999999996,499.176,0.81528,0.62198,1.0723200000000002,32.09724,2012621.62661,722.71619,1832.7681899999998,798.28496,3.6555,818.77118,0.61517,616.29907,220.44294,3256.75845,62.20969,1.1948,0.7032,0.0,0.0,0.0,0.0
499.872,0.5,0.8,0.0,52541.1527,1.027,422.00899000000004,490.67138,0.8235100000000001,0.6206,1.05049,31.049090000000003,1928150.82811,713.18601,1797.5465600000002,781.5668,3.5706900000000004,811.33228,0.6107600000000001,611.4494599999999,216.60707000000002,3184.01475,59.24369,1.1948,0.7032,0.0,0.0,0.0,0.0
499.872,0.5,0.75,0.0,49253.0719,0.9639,410.83874,482.37618,0.8314799999999999,0.61971,1.02747,29.988159999999997,1844106.1992,703.7430099999999,1762.7798699999998,764.9692299999999,3.48239,803.91756,0.6058,606.64124,212.62561000000002,3116.5671199999997,56.346759999999996,1.1948,0.7032,0.0,0.0,0.0,0.0
499.872,0.5,0.7,0.0,45969.3323,0.9028,399.39519,474.21968,0.8392700000000001,0.61933,1.0034,28.911479999999997,1760343.64017,694.27116,1728.2584600000002,748.3109599999999,3.3906099999999997,796.47319,0.60035,601.8711900000001,208.52569,3053.65109,53.493480000000005,1.1948,0.7032,0.0,0.0,0.0,0.0
499.872,0.5,0.65,0.0,42686.016,0.8431,387.63291,466.10852,0.8471200000000001,0.61932,0.9782700000000001,27.801790000000004,1675798.6534799999,684.66362,1693.88447,731.32875,3.29325,788.9728200000001,0.59443,597.19969,204.28355,2989.73001,50.60532,1.1948,0.7032,0.0,0.0,0.0,0.0
499.872,0.5,0.6,0.0,39402.2256,0.7838,375.54478,457.86049,0.8554299999999999,0.61932,0.9522700000000001,26.66634,1590347.91019,674.58173,1658.00026,713.22021,3.19297,781.0681400000001,0.5888899999999999,592.3915,199.86386000000002,2920.33999,47.6185,1.1948,0.7032,0.0,0.0,0.0,0.0
499.872,0.5,0.55,0.0,36121.1763,0.7249,363.11291,449.46279000000004,0.86426,0.61931,0.9253600000000001,25.51844,1504265.70654,664.00665,1619.9291,693.78198,3.09111,772.60217,0.5839300000000001,587.29452,195.24811,2844.12505,44.551759999999994,1.1948,0.7032,0.0,0.0,0.0,0.0
499.872,0.5,0.5,0.0,32835.2252,0.6671,350.30855,441.04955,0.87334,0.61932,0.89728,24.356,1418089.24143,653.10291,1580.2561,673.33431,2.98718,763.66619,0.57936,581.9739900000001,190.35377,2761.39529,41.4588,1.1948,0.7032,0.0,0.0,0.0,0.0
499.872,0.5,0.45,0.0,29551.634,0.6107,337.14346,432.74296,0.8824299999999999,0.61932,0.86792,23.183220000000002,1332173.60765,641.92735,1539.24714,651.91319,2.88096,754.29615,0.57499,576.4847,185.11449,2671.35029,38.376090000000005,1.1948,0.7032,0.0,0.0,0.0,0.0
499.872,0.5,0.4,0.0,26268.1494,0.5551,323.48781,424.33637999999996,0.8919600000000001,0.61932,0.8371299999999999,21.990470000000002,1245646.7444200001,630.12419,1495.75076,628.83984,2.77217,744.20346,0.57116,570.68323,179.5419,2572.71587,35.22013,1.1948,0.7032,0.0,0.0,0.0,0.0
499.872,0.5,0.35,0.0,22984.4499,0.4997,309.2191,415.64712000000003,0.90236,0.61932,0.80474,20.77815,1158103.79655,617.29965,1448.18,603.40843,2.662,733.00535,0.56853,564.28632,173.63079,2465.06743,31.95164,1.1948,0.7032,0.0,0.0,0.0,0.0
499.872,0.5,0.3,0.0,19700.9398,0.4441,294.21131,406.52891,0.91402,0.61932,0.77048,19.51801,1068034.4113200002,603.21454,1395.94201,575.14428,2.54684,720.49865,0.5672699999999999,557.24223,167.34593,2353.84531,28.52001,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.0,1.05,0.0,77981.7819,1.0799,417.50093,509.46752999999995,0.7369899999999999,0.61943,1.01403,29.72703,1899457.26547,728.07365,1903.11363,841.1111199999999,3.3224699999999996,833.30569,0.5223800000000001,622.3851,191.38502,3497.9853799999996,72.83788,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.0,1.0,0.0,74267.4821,0.9968,403.19815,495.10482,0.75268,0.61933,0.9893299999999999,28.646590000000003,1803135.91108,712.38385,1846.83295,814.66183,3.25008,821.63667,0.52364,614.69562,188.764,3381.04953,67.77548,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.0,0.95,0.0,70556.0561,0.9257,389.89565,483.5545,0.76471,0.61932,0.9640700000000001,27.61239,1715804.89582,699.53084,1799.81782,792.4889,3.17345,811.73002,0.5223399999999999,608.1925200000001,185.47168,3286.20765,63.71491999999999,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.0,0.9,0.0,66846.0677,0.8614,377.05071,473.53758,0.77477,0.61927,0.93825,26.6044,1633578.83101,688.03562,1757.26403,772.20411,3.09452,802.65137,0.51989,602.29237,181.72646,3196.3089800000002,60.16326,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.0,0.85,0.0,63130.8147,0.8017,364.32842,464.44837,0.78366,0.6193,0.9116299999999999,25.604029999999998,1554065.6233299999,677.16538,1717.2222600000002,752.731,3.01254,793.99399,0.51666,596.7871200000001,177.63211,3107.653,56.88304,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.0,0.8,0.0,59415.7444,0.7459,351.68719,456.12740999999994,0.7915,0.61932,0.88428,24.60344,1476752.4396799998,666.74099,1679.3600800000002,733.9101099999999,2.9272,785.7032,0.51281,591.65142,173.20512,3028.57582,53.82298,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.0,0.75,0.0,55702.5068,0.693,338.9882,448.33902,0.7986800000000001,0.61931,0.8561,23.602970000000003,1401074.69493,656.56201,1642.60394,715.28212,2.83933,777.5782,0.50864,586.7225599999999,168.47688,2955.20044,50.90696,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.0,0.7,0.0,51990.1128,0.6417,326.06195,440.74152000000004,0.80575,0.6193,0.82699,22.58687,1325701.4883,646.41728,1605.88848,696.3031599999999,2.748,769.37784,0.50446,581.8674599999999,163.49435,2879.64061,48.00043,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.0,0.65,0.0,48274.8753,0.5909,312.71375,432.96552,0.8133699999999999,0.61932,0.79678,21.55933,1249961.51562,635.7673,1566.91915,675.98925,2.65544,760.55922,0.50098,576.70025,158.3033,2796.17277,45.000479999999996,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.0,0.6,0.0,44560.1721,0.5415,299.01903,425.27833,0.8210799999999999,0.61935,0.76539,20.52178,1174389.45374,624.79891,1526.8108,654.76968,2.56042,751.35289,0.49783999999999995,571.4086599999999,152.82619,2706.70561,41.99351,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.0,0.55,0.0,40847.4937,0.4922,284.79658,417.24574,0.8297700000000001,0.61932,0.73273,19.458070000000003,1097669.4444600001,612.90007,1483.43975,631.4207299999999,2.46312,741.24695,0.49563,565.72636,147.10093999999998,2607.98281,38.79714,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.0,0.5,0.0,37134.5193,0.4441,270.09199,409.23654,0.83872,0.61932,0.6985399999999999,18.38512,1021071.2932399999,600.4028099999999,1437.83409,606.37895,2.3639099999999997,730.4757400000001,0.49399,559.8034299999999,141.02247,2502.2712699999997,35.533840000000005,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.0,0.45,0.0,33420.8661,0.3975,254.84061,401.28302,0.8479,0.61932,0.66259,17.31202,945114.71023,587.16917,1389.36872,579.52779,2.26439,718.83237,0.49328999999999995,553.46443,134.52848,2390.82487,32.25636,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.0,0.4,0.0,29707.5667,0.3519,238.89932000000002,393.24168,0.85762,0.61933,0.62461,16.22576,869059.42197,573.12837,1337.36702,550.60859,2.1631299999999998,706.0767099999999,0.4939,546.5611200000001,127.57522,2273.76355,28.9239,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.0,0.35,0.0,25994.7986,0.3076,222.15767999999997,385.15927,0.86784,0.6193,0.5842,15.12832,793137.39255,558.20239,1281.32954,519.21633,2.0605,692.08057,0.49598000000000003,539.02637,120.05986000000001,2142.38891,25.51256,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.0,0.3,0.0,22280.7095,0.2652,204.4856,377.30075,0.87795,0.61932,0.54078,13.99819,716974.93285,542.4408900000001,1222.9655,485.78727000000003,1.95153,677.11985,0.49883,531.24229,111.81629,1994.24718,22.05917,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.05,1.05,0.0,74878.7786,1.0793,417.66402,509.22008,0.73754,0.61944,1.0147899999999999,29.73917,1899646.9234799999,727.85824,1901.94004,840.4849800000001,3.32485,833.0652299999999,0.52317,622.25374,191.60747,3494.5543700000003,72.69374,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.05,1.0,0.0,71313.0081,0.9988,403.81998,495.35732,0.75267,0.61933,0.9908399999999999,28.690179999999998,1806267.86953,712.71267,1847.6142399999999,814.95342,3.25435,821.80082,0.5243,614.8312900000001,189.04729,3381.89984,67.80944000000001,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.05,0.95,0.0,67748.1578,0.9294,390.85578,484.08182999999997,0.7644,0.61932,0.96626,27.681390000000004,1721036.36221,700.17983,1801.8026,793.35378,3.17962,812.15147,0.5230199999999999,608.4953,185.85193999999998,3289.59642,63.845490000000005,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.05,0.9,0.0,64185.7835,0.8664,378.3141,474.25685,0.77427,0.61928,0.9411,26.696040000000004,1640560.00394,688.93185,1760.18004,773.5333,3.1026,803.27788,0.52064,602.72235,182.21735,3202.1379699999998,60.36569,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.05,0.85,0.0,60618.5052,0.8077,365.87543999999997,465.30888,0.78304,0.6193,0.91515,25.71738,1562608.58855,678.2754,1720.88318,754.45863,3.02265,794.79108,0.51752,597.31335,178.24338999999998,3114.9029800000003,57.142340000000004,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.05,0.8,0.0,57051.048,0.7526,353.49912,457.08689000000004,0.79082,0.61932,0.88846,24.73686,1486647.16408,668.03026,1683.6293699999999,735.98361,2.93934,786.64277,0.51379,592.2522299999999,173.94545,3036.6190899999997,54.12546,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.05,0.75,0.0,53486.4493,0.7005,341.0789,449.41217,0.7979,0.6193,0.8609700000000001,23.75585,1412317.5044,658.04607,1647.58895,717.76116,2.85345,778.68512,0.50971,587.4129,169.34573999999998,2964.74887,51.26027,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.05,0.7,0.0,49920.6943,0.6499,328.42662,441.93197000000004,0.80484,0.61931,0.8325299999999999,22.75904,1338194.72563,648.10051,1611.6411699999999,699.2191,2.764,770.6700400000001,0.50554,582.6538400000001,164.49505,2891.14583,48.40627,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.05,0.65,0.0,46353.6743,0.5999,315.38374,434.30285,0.8122699999999999,0.61932,0.80305,21.75039,1263752.14576,637.7067,1573.66918,679.45701,2.67322,762.09601,0.50202,577.61961,159.43621000000002,2810.47973,45.46877,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.05,0.6,0.0,42787.317,0.5509,301.98011,426.70187999999996,0.81989,0.61935,0.77242,20.73077,1189275.88794,626.9614,1534.33376,658.7215,2.58017,753.0905,0.49888000000000005,572.41855,154.11008999999999,2723.49527,42.50893,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.05,0.55,0.0,39221.8341,0.5024,288.09843,418.88694,0.82819,0.61933,0.74054,19.68807,1114017.5907700001,615.47324,1492.4645,636.25612,2.48469,743.36197,0.49646,566.9271200000001,148.52085,2628.15775,39.40994,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.05,0.5,0.0,35656.4583,0.4546,273.69532000000004,410.94002,0.83705,0.61932,0.70717,18.63005,1038253.09936,603.23312,1447.804,611.8390099999999,2.38714,732.8434599999999,0.49473999999999996,561.1139099999999,142.61603,2525.0574899999997,36.19192,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.05,0.45,0.0,32090.9304,0.4082,258.76341,403.05778,0.84609,0.61932,0.6721,17.569370000000003,963019.1395700001,590.31896,1400.54111,585.69728,2.28888,721.53887,0.49383,554.94444,136.30459,2416.09555,32.95366,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.05,0.4,0.0,28525.2447,0.3628,243.16483,395.11687,0.85559,0.61932,0.63503,16.49604,887698.25141,576.61554,1349.97686,557.58818,2.1888900000000002,709.1907,0.49407,548.26081,129.54037,2301.9462,29.669629999999998,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.05,0.35,0.0,24959.9213,0.3185,226.75892000000002,387.07307000000003,0.8656799999999999,0.61933,0.59558,15.409139999999999,812208.7482,562.00523,1295.27106,527.02962,2.08733,695.59222,0.49578999999999995,540.91765,122.24253999999999,2175.76629,26.300990000000002,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.05,0.3,0.0,21393.8515,0.2757,209.42585,379.13935,0.8759,0.61933,0.5532199999999999,14.29416,736453.1804399999,546.5047900000001,1237.43589,494.16508,1.98111,680.86824,0.49856999999999996,533.15859,114.2467,2031.9851600000002,22.867420000000003,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.1,1.05,0.0,72224.5468,1.0834,419.10332,509.54010999999997,0.738,0.61951,1.0186,29.84566,1906743.83136,728.36353,1902.52982,840.53453,3.33624,833.18848,0.5253,622.4175799999999,192.40739,3493.17949,72.63613000000001,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.1,1.0,0.0,68785.598,1.005,405.68529,496.12487000000004,0.75259,0.61932,0.9953700000000001,28.822370000000003,1815764.1433700002,713.70987,1849.99718,815.8452599999999,3.26725,822.3011700000001,0.5263,615.24376,189.89953,3384.4671799999996,67.911,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.1,0.95,0.0,65346.7235,0.9369,393.02682000000004,485.08765999999997,0.7640600000000001,0.61932,0.97141,27.83326,1732172.8687099998,701.47364,1805.3456800000001,794.80272,3.19391,812.90403,0.5249699999999999,609.0703,186.79843,3294.73943,64.03284000000001,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.1,0.9,0.0,61910.4113,0.8748,380.75105,475.40994000000006,0.77378,0.61928,0.9468700000000001,26.86559,1653013.22044,690.4399599999999,1764.54356,775.40752,3.11842,804.21522,0.52262,603.40693,183.2725,3209.6896699999998,60.61232,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.1,0.85,0.0,58470.1017,0.8168,368.56374,466.5612,0.78245,0.6193,0.9215399999999999,25.90382,1576222.99115,679.97009,1725.8851100000002,756.6954900000001,3.04015,795.87958,0.51956,598.07649,179.41648999999998,3123.7407399999997,57.43473,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.1,0.8,0.0,55029.1437,0.7621,356.41964,458.3928,0.79022,0.61931,0.8954700000000001,24.938579999999998,1501213.81543,669.8711599999999,1689.1126399999998,738.51911,2.95851,787.84914,0.5159199999999999,593.06931,175.24562,3046.02693,54.44834,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.1,0.75,0.0,51589.3506,0.7104,344.22782,450.77615,0.7972600000000001,0.61932,0.8685799999999999,23.970679999999998,1427712.45089,660.0419099999999,1653.65084,720.64228,2.87399,780.03034,0.51185,588.29924,170.7726,2975.40415,51.61728,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.1,0.7,0.0,48151.2806,0.6603,331.83207999999996,443.37305,0.80412,0.61931,0.8408,22.989160000000002,1354520.2425799998,650.25247,1618.33005,702.48062,2.78615,772.17036,0.5077,583.61356,166.05,2903.65378,48.8041,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.1,0.65,0.0,44710.9108,0.6107,319.05707,435.84144000000003,0.81142,0.61932,0.81199,21.9939,1280957.99721,640.06913,1581.20773,683.20072,2.6967,763.80902,0.5041,578.69107,161.12101,2825.6122,45.91407,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.1,0.6,0.0,41271.413,0.5619,305.91112999999996,428.27692,0.81901,0.61934,0.7820699999999999,20.98711,1207180.5051,629.49663,1542.47307,662.86335,2.6051900000000003,754.96615,0.50095,573.55645,155.94323,2740.9015600000002,42.98537,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.1,0.55,0.0,37831.6534,0.514,292.34637000000004,420.66235,0.82694,0.61933,0.7509100000000001,19.96282,1133159.12408,618.4182599999999,1501.98288,641.23235,2.51137,745.58785,0.49827,568.23268,150.47937,2648.69351,39.98258,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.1,0.5,0.0,34392.9022,0.4663,278.2183,412.73767000000004,0.8357600000000001,0.61932,0.71832,18.91452,1057871.18061,606.38905,1458.15821,617.38525,2.41498,735.29609,0.49646,562.51374,144.745,2547.8912,36.797909999999995,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.1,0.45,0.0,30953.4723,0.4198,263.56995,404.86611,0.84477,0.61932,0.68406,17.86065,982939.8546,593.72298,1411.86467,591.8423799999999,2.3174900000000003,724.26954,0.49533,556.47648,138.6148,2440.8414199999997,33.58155,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.1,0.4,0.0,27514.2077,0.3744,248.28292000000002,396.96293,0.8541700000000001,0.61932,0.64787,16.79549,907983.1119799999,580.2889,1362.4451,564.3998799999999,2.21842,712.25898,0.49523999999999996,549.9646700000001,132.03982,2328.77627,30.328429999999997,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.1,0.35,0.0,24075.3368,0.3298,232.20021,388.92039,0.8642,0.61933,0.60936,15.71396,832640.9968399999,565.95684,1308.9315,534.5953400000001,2.11751,699.0124,0.4966,542.79206,124.9537,2207.3707,26.99393,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.1,0.3,0.0,20634.7673,0.2865,215.17631,380.88012000000003,0.87459,0.61937,0.56799,14.607820000000002,756862.12432,550.64774,1251.63601,502.25603,2.0129099999999998,684.52377,0.49922,535.07425,117.20823999999999,2068.78124,23.57112,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.15,1.05,0.0,69999.7612,1.0923,421.82603,510.44939000000005,0.73834,0.61966,1.02545,30.048740000000002,1920947.6746900002,729.61272,1904.96625,841.29901,3.35679,833.69241,0.52877,622.88761,193.79308,3494.0467799999997,72.6731,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.15,1.0,0.0,66667.0577,1.0156,408.80972,497.43015999999994,0.75245,0.61933,1.00295,29.04597,1831842.8155,715.391,1854.02589,817.3523700000001,3.28902,823.14616,0.52966,615.94043,191.32469,3388.75646,68.08673,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.15,0.95,0.0,63333.4277,0.9483,396.42335,486.59085,0.76367,0.61932,0.97957,28.07115,1749437.6839700001,703.41878,1810.44249,796.8321599999999,3.21667,813.98583,0.5282399999999999,609.91656,188.31302,3301.59951,64.28354,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.15,0.9,0.0,60002.0759,0.8868,384.37574,477.02092999999996,0.7732600000000001,0.61929,0.9555799999999999,27.1158,1671151.94502,692.57384,1770.39482,777.83798,3.14222,805.47066,0.52586,604.3534900000001,184.89311999999998,3218.96287,60.90983000000001,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.15,0.85,0.0,56664.596,0.8291,372.37597999999997,468.21943,0.78189,0.61937,0.93074,26.16518,1594948.58848,682.2411599999999,1732.2877399999998,759.4531400000001,3.0649,797.2706900000001,0.52276,599.08842,181.15794,3133.9824,57.7595,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.15,0.8,0.0,53333.7562,0.7746,360.4689,460.09070999999994,0.78964,0.61932,0.90533,25.21203,1520740.73859,672.30115,1695.94566,741.5729,2.9849099999999997,789.3510200000001,0.5192100000000001,594.12403,177.10391,3057.15295,54.8051,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.15,0.75,0.0,50000.4243,0.723,348.48073,452.48220999999995,0.7967,0.61932,0.8790100000000001,24.25352,1447716.9807,662.58791,1660.88612,723.97562,2.90156,781.6342099999999,0.5151600000000001,589.3935700000001,172.75785,2987.38368,51.99297,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.15,0.7,0.0,46667.161,0.673,336.29399,445.10143,0.80355,0.61932,0.8518100000000001,23.28201,1374957.0868799998,652.90278,1625.99475,706.1057099999999,2.81486,773.88629,0.51098,584.75098,168.16056,2917.24698,49.20545,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.15,0.65,0.0,43333.3866,0.6235,323.75851,437.63024,0.81076,0.61932,0.82363,22.2941,1301910.32684,642.89603,1589.6673,687.27742,2.72622,765.72684,0.50725,579.9355,163.35702,2841.6854399999997,46.35075,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.15,0.6,0.0,40000.6811,0.5747,310.84134,430.06116,0.8183699999999999,0.61933,0.79438,21.29547,1228470.94174,632.45605,1551.40585,667.27576,2.63587,757.01923,0.5040600000000001,574.84972,158.32518000000002,2759.11006,43.43973,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.15,0.55,0.0,36666.7494,0.5271,297.54933,422.55925,0.8260799999999999,0.61932,0.76388,20.2817,1155097.03039,621.6757299999999,1512.01393,646.3268,2.5430099999999998,747.92713,0.50113,569.65783,152.99096,2669.70532,40.50264,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.15,0.5,0.0,33332.6753,0.4794,283.68727,414.6994,0.83475,0.61933,0.73201,19.242639999999998,1080283.16518,609.92724,1469.18228,623.1424900000001,2.4476299999999998,737.9000599999999,0.49911000000000005,564.05102,147.40593,2571.1438399999997,37.36871,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.15,0.45,0.0,29999.9886,0.4326,269.29759,406.78777,0.8438100000000001,0.61932,0.6985399999999999,18.19141,1005306.47631,597.45939,1423.62734,598.1016,2.3506400000000003,727.09289,0.49778999999999995,558.1054,141.45821,2465.68881,34.16362,1.1948,0.7032,0.0,0.0,0.0,0.0
999.744,0.15,0.4,0.0,26666.6367,0.3869,254.28915,398.85671,0.85321,0.61932,0.66318,17.12969,930329.03674,584.22601,1375.05024,571.18896,2.25218,715.3496,0.49742,551.7137799999999,135.07473000000002,2354.78779,30.923509999999997,1.1948,0.7032,0.0,0.0,0.0,0.0
