z [m],M_0 [-],T/TMAX [-],Nc_L [%],Fn [N],Wf [kg/s],jet_V [m/s],jet_Tt [K],jet_rho [kg/m3],jet_A [m2],jet_M [-],core_mdot_in [kg/s],core_Pt_in [Pa],core_Tt_in [K],core_Tt_out [K],core_DT_t [K],core_HPT_rho_in [kg/m3],core_HPT_c_in [m/s],core_LPT_rho_out [kg/m3],core_LPT_c_out [m/s],fan_mdot_in [kg/s],fan_N [rpm],fan_DTt [K],fan_d [m],fan_A [m2],fan_M_d [-],fan_B [-],fan_V [-],fan RSS [-]
0.0,0.0,1.05,0.0,88014.1064,1.2352,422.72564000000006,521.63163,0.8113600000000001,0.61944,1.01494,33.21907,2142906.02213,743.77832,1939.72887,854.8674599999999,3.67755,840.83565,0.57689,628.57912,213.30877,3538.11184,74.53496,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,83821.6256,1.1403,408.25766,506.97413,0.8285899999999999,0.61933,0.99019,32.007740000000005,2034191.48744,727.80348,1882.7460899999999,828.08625,3.5966199999999997,829.14028,0.57813,620.88568,210.3812,3419.83905,69.36586,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.0,0.95,0.0,79632.7628,1.0591,394.80782999999997,495.21660999999995,0.84175,0.61932,0.9648899999999999,30.84825,1935647.6536400001,714.71163,1835.24213,805.61968,3.51096,819.2393400000001,0.57653,614.41247,206.70278000000002,3323.82166,65.21727,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.0,0.9,0.0,75444.5808,0.9855,381.78078999999997,484.92726,0.85288,0.61928,0.939,29.720259999999996,1842778.19333,703.00712,1791.9066699999998,785.00972,3.4233300000000004,810.0835,0.5737300000000001,608.46015,202.53643,3233.2781800000002,61.57824,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.0,0.85,0.0,71252.0075,0.9169,368.87767,475.54564000000005,0.86279,0.6193,0.9123700000000001,28.60765,1753215.64006,691.9592200000001,1750.7059,765.1558200000001,3.33359,801.27454,0.57031,602.807,197.99263,3144.01735,58.2207,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.0,0.8,0.0,67059.1691,0.8527,356.03792999999996,466.93635,0.8716299999999999,0.61932,0.88497,27.493809999999996,1666030.75227,681.35262,1711.66079,745.94668,3.2400700000000002,792.8147700000001,0.56624,597.51172,193.07968,3064.12347,55.08651,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.0,0.75,0.0,62869.0767,0.7919,343.16027,458.9019,0.87966,0.61931,0.8567799999999999,26.37772,1580653.4928,670.97388,1673.91501,726.95977,3.1433400000000002,784.53666,0.56177,592.46582,187.82475,2989.94525,52.10235,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.0,0.7,0.0,58678.1722,0.7333,330.0684,451.12282999999996,0.88746,0.6193,0.82763,25.24084,1495530.41607,660.6229599999999,1636.5546,707.65888,3.04195,776.26584,0.5571,587.58012,182.27155,2913.5146,49.12937,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.0,0.65,0.0,54485.0284,0.6753,316.56235,443.1866,0.8958200000000001,0.61932,0.7974,24.09345,1410205.0809799999,649.78865,1596.9539,686.99712,2.93952,767.39875,0.55319,582.3962700000001,176.48183999999998,2829.13652,46.0625,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.0,0.6,0.0,50292.6582,0.6187,302.69494,435.30895,0.9043399999999999,0.61935,0.76599,22.93936,1325190.78591,638.6397400000001,1555.89249,665.3525599999999,2.8352,758.07341,0.5498,577.01498,170.38002,2738.71809,42.98812,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.0,0.55,0.0,46102.2228,0.5621,288.27684,427.03230999999994,0.9140299999999999,0.61932,0.7333,21.75587,1238741.04678,626.5208200000001,1511.25009,641.48423,2.72853,747.7765,0.54757,571.17851,164.00972,2639.00335,39.71852,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.0,0.5,0.0,41911.6391,0.507,273.37142,418.7736,0.92404,0.61932,0.69908,20.558510000000002,1152290.86977,613.7755599999999,1464.4443,615.9573,2.61923,736.81007,0.54593,565.11117,157.24596,2532.15872,36.37934,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.0,0.45,0.0,37720.3384,0.4534,257.90866,410.55228999999997,0.93434,0.61932,0.6631100000000001,19.36159,1066547.75937,600.29036,1414.5720099999999,588.53704,2.5098,724.94992,0.5453899999999999,558.58813,150.02163000000002,2419.43315,33.022490000000005,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.0,0.4,0.0,33529.2033,0.4012,241.75923999999998,402.27385,0.9451799999999999,0.61933,0.6250899999999999,18.14626,980590.2954899999,585.9449900000001,1361.33937,559.00865,2.39776,712.01729,0.54613,551.57062,142.27739,2300.9273399999997,29.60756,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.0,0.35,0.0,29338.9812,0.3504,224.80131,393.94646,0.9565899999999999,0.6193,0.58465,16.9216,894909.7747399999,570.71771,1303.8370300000001,526.9241900000001,2.28476,697.7694299999999,0.5485899999999999,543.8770400000001,133.90712,2168.0196,26.1124,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.0,0.3,0.0,25146.9587,0.3017,206.88421,385.78301,0.96805,0.61932,0.54118,15.66562,809034.60835,554.62451,1243.34627,492.63025999999996,2.16601,682.42318,0.55229,535.77212,124.73451000000001,2018.18699,22.57499,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.05,1.05,0.0,84516.9988,1.2346,422.89304000000004,521.38128,0.81197,0.61945,1.0157100000000001,33.232820000000004,2143141.3517400003,743.56309,1938.5500100000002,854.24045,3.68019,840.5957699999999,0.57777,628.44828,213.55712999999997,3534.68215,74.38902,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.05,1.0,0.0,80491.8134,1.1426,408.88802999999996,507.23312000000004,0.82857,0.61933,0.9917100000000001,32.05662,2037736.02688,728.1399,1883.54356,828.38477,3.6013599999999997,829.30587,0.57887,621.02231,210.69712,3420.7078,69.40097,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.05,0.95,0.0,76468.0818,1.0633,395.77937000000003,495.75523,0.84141,0.61932,0.9670700000000001,30.92551,1941553.3729700001,715.37271,1837.25372,806.49757,3.5178199999999995,819.66242,0.57729,614.71538,207.12651,3327.2452,65.35087,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.05,0.9,0.0,72446.6673,0.9912,383.06205,485.66772000000003,0.8523200000000001,0.61928,0.94186,29.82255,1850657.0933700001,703.91936,1794.8967699999998,786.3646200000001,3.43224,810.7193599999999,0.5745600000000001,608.89827,203.08274,3239.15023,61.785790000000006,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.05,0.85,0.0,68420.7427,0.9237,370.4479,476.43599000000006,0.8621,0.6193,0.91589,28.733909999999998,1762853.9053,693.08858,1754.4863899999998,766.92124,3.34469,802.08825,0.57124,603.34971,198.67211,3151.33603,58.48656,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.05,0.8,0.0,64394.2051,0.8604,357.87755,467.92904000000004,0.87085,0.61932,0.8891600000000001,27.64268,1677205.16959,682.66616,1716.0639399999998,748.06488,3.25343,793.7751099999999,0.56731,598.13035,193.90317,3072.2643,55.39669,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.05,0.75,0.0,60371.201,0.8005,345.28089,460.0099,0.8787799999999999,0.6193,0.86165,26.5483,1593319.88215,672.497,1679.0528600000002,729.4981700000001,3.15883,785.6686599999999,0.56292,593.17408,188.79172,2999.60679,52.46439,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.05,0.7,0.0,56346.2141,0.7426,332.457,452.3391,0.8864700000000001,0.61931,0.83316,25.43362,1509637.8107399999,662.3387799999999,1642.39868,710.62554,3.05972,777.56526,0.5583100000000001,588.36825,183.3886,2925.16777,49.544740000000004,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.05,0.65,0.0,52320.0629,0.6855,319.26545,444.55195999999995,0.89461,0.61932,0.8036800000000001,24.30661,1425740.25994,651.76183,1603.82767,690.53024,2.95916,768.94717,0.55435,583.32121,177.74603000000002,2843.61746,46.54168,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.05,0.6,0.0,48294.6548,0.6295,305.69492,436.77140999999995,0.9030100000000001,0.61935,0.77303,23.172,1341955.85751,640.84029,1563.61421,669.3878599999999,2.85689,759.8381400000001,0.55093,578.04651,171.81016,2755.6891100000003,43.51531,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.05,0.55,0.0,44270.2014,0.5739,291.62447000000003,428.72482,0.91227,0.61932,0.74111,22.01236,1257188.41402,629.14457,1520.53191,646.42357,2.7522599999999997,749.93198,0.54845,572.41038,165.59046999999998,2659.39427,40.34555,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.05,0.5,0.0,40246.2476,0.519,277.02686,420.53479000000004,0.9221600000000001,0.61932,0.70772,20.83194,1171699.87823,616.66493,1474.70545,621.53269,2.64482,739.22765,0.54672,566.45976,159.02016,2555.21933,37.053740000000005,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.05,0.45,0.0,36221.4443,0.4657,261.88576,412.38685,0.9323100000000001,0.61932,0.67262,19.64904,1086777.11285,603.5068200000001,1426.06654,594.8453400000001,2.5367900000000003,727.70373,0.54594,560.1077700000001,151.99923,2445.01613,33.73734,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.05,0.4,0.0,32196.8208,0.4137,246.08182000000002,404.20599,0.94291,0.61932,0.63552,18.44904,1001678.4945799999,589.51349,1374.25252,566.1428599999999,2.42631,715.18237,0.5463,553.29737,144.46748,2329.46471,30.3724,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.05,0.35,0.0,28172.6536,0.3629,229.46437999999998,395.9246,0.95416,0.61933,0.59604,17.234560000000002,916428.39539,574.5984599999999,1318.19967,534.92395,2.3142,701.35292,0.5483100000000001,545.82123,136.33892,2201.7958399999998,26.920540000000003,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.05,0.3,0.0,24147.578,0.3137,211.89517999999998,387.69866,0.9657,0.61933,0.5536399999999999,15.99494,831018.67261,558.77454,1258.37158,501.23379000000006,2.1983,686.27825,0.55185,537.77465,127.44122,2056.3992,23.40345,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.1,1.05,0.0,81524.757,1.2392,424.34685999999994,521.70615,0.81247,0.61952,1.0195100000000001,33.35147,2151125.5348400003,744.07475,1939.15011,854.2895,3.69276,840.72035,0.58011,628.6137,214.44783999999999,3533.2714100000003,74.32906,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.1,1.0,0.0,77642.8645,1.1497,410.77359,508.01509000000004,0.82849,0.61932,0.99624,32.20433,2048440.27154,729.15423,1885.9543399999998,829.28764,3.61565,829.8061799999999,0.58108,621.4348,211.64611000000002,3423.2885,69.5042,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.1,0.95,0.0,73760.6479,1.0719,397.97167,496.7776,0.84104,0.61932,0.9722200000000001,31.09535,1954102.4196799998,716.6839200000001,1840.81525,807.9569799999999,3.5337,820.41164,0.5794600000000001,615.28589,208.18001,3332.4185399999997,65.54158000000001,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.1,0.9,0.0,69881.514,1.0008,385.52742,486.84952999999996,0.85177,0.61929,0.94762,30.011329999999997,1864675.1345799998,705.44984,1799.3511600000002,788.26703,3.4496800000000003,811.66665,0.5767399999999999,609.59227,204.25527,3246.7282,62.0376,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.1,0.85,0.0,65998.2768,0.9341,373.16857999999996,477.72619000000003,0.86144,0.6193,0.9222799999999999,28.94115,1778171.0623700002,694.8072599999999,1759.6335199999999,769.19867,3.36389,803.19559,0.57347,604.13319,199.97464,3160.21213,58.784859999999995,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.1,0.8,0.0,62114.697,0.8713,360.83625,469.27784,0.8701700000000001,0.61931,0.89617,27.867359999999998,1693624.8618100001,684.53864,1721.7161800000001,750.65288,3.2745,795.00683,0.56963,598.97064,195.34777,3081.78778,55.727309999999996,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.1,0.75,0.0,58232.3245,0.8118,348.46785,461.40967,0.8780600000000001,0.61932,0.86926,26.78838,1610700.62918,674.52998,1685.2376399999998,732.42457,3.1815700000000002,787.0305900000001,0.56529,594.07175,190.38005,3010.37455,52.82897,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.1,0.7,0.0,54350.8031,0.7545,335.90071,453.80951,0.88569,0.61931,0.8414299999999999,25.69096,1528045.57892,664.5289799999999,1649.1716199999998,713.93095,3.08431,779.0699400000001,0.56071,589.32768,185.11983,2937.79916,49.95095,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.1,0.65,0.0,50467.759,0.6978,322.97897,446.12082999999996,0.89369,0.61932,0.81262,24.57797,1445098.4514600001,654.1619099999999,1611.4949199999999,694.3382,2.98507,770.67105,0.55665,584.39847,179.62297,2858.9037399999997,46.99633,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.1,0.6,0.0,46586.2359,0.6421,309.67437,438.38467,0.90204,0.61934,0.78268,23.45723,1362120.52737,643.41957,1571.95337,673.61838,2.88444,761.7395799999999,0.5532,579.20355,173.85214,2773.28533,44.00249,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.1,0.55,0.0,42702.9023,0.5872,295.92834,430.56080999999995,0.91085,0.61932,0.75148,22.31713,1278731.95952,632.14045,1530.41965,651.54383,2.78134,752.2210299999999,0.55037,573.76803,167.7678,2680.11172,40.93058,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.1,0.5,0.0,38821.396,0.5324,281.60733,422.39257000000003,0.9207,0.61932,0.71887,21.148410000000002,1193803.40307,619.87855,1485.39459,627.20639,2.67532,741.73946,0.5485399999999999,567.90637,161.38789,2578.27299,37.67327,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.1,0.45,0.0,34939.0743,0.479,266.7552,414.25797,0.93081,0.61932,0.6845899999999999,19.9738,1109256.92685,606.97864,1437.73875,601.1293599999999,2.5682400000000003,730.48726,0.5475399999999999,561.68706,154.56985,2470.04683,34.38058,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.1,0.4,0.0,31056.9477,0.427,251.26362000000003,406.10647,0.9413100000000001,0.61932,0.64837,18.78396,1024595.6166899999,593.26618,1387.01756,573.1027799999999,2.45898,718.29535,0.5475899999999999,555.0282599999999,147.25144,2356.61441,31.04782,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.1,0.35,0.0,27175.373,0.3759,234.97412000000003,397.83019,0.95249,0.61933,0.60983,17.57453,939477.48758,578.6261599999999,1332.23173,542.6605900000001,2.34742,704.8392299999999,0.54916,547.7380400000001,139.35875,2233.76689,27.6308,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.1,0.3,0.0,23291.7774,0.3262,217.72245,389.51649,0.96416,0.61938,0.56842,16.34358,854040.71705,563.0069900000001,1273.142,509.54877,2.23299,690.0409,0.5524,539.78143,130.73803999999998,2093.6174300000002,24.1244,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.15,1.05,0.0,79012.443,1.2494,427.08052999999995,522.6251,0.81285,0.6197,1.02631,33.57754,2167067.3909299998,745.33682,1941.6173399999998,855.0562800000001,3.7154,841.2272300000001,0.5839300000000001,629.0866,215.98939,3534.02101,74.35766,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.15,1.0,0.0,75252.9138,1.1617,413.9254,509.33812,0.82835,0.61932,1.0038,32.45272,2066473.45238,730.85183,1890.02788,830.80988,3.63962,830.65057,0.5848,622.13236,213.2314,3427.54025,69.68096,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.15,0.95,0.0,71490.0367,1.085,401.40178,498.30734,0.8406100000000001,0.61932,0.9803700000000001,31.360770000000002,1973531.2496900002,718.65782,1845.9616800000001,810.0063,3.5588900000000003,821.4931799999999,0.5831,616.13079,209.8645,3339.28423,65.79606,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.15,0.9,0.0,67730.0032,1.0145,389.1947,488.49959,0.8512,0.61929,0.9563299999999999,30.289959999999997,1885098.76154,707.61602,1805.32045,790.73419,3.4759300000000004,812.93497,0.58031,610.55062,206.05605,3256.0313100000003,62.34135,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.15,0.85,0.0,63963.0294,0.9482,377.0284,479.4294,0.8608,0.61937,0.93148,29.231679999999997,1799230.3847299998,697.1093400000001,1766.18778,771.99448,3.39109,804.6034900000001,0.57699,605.16519,201.90986999999998,3170.55755,59.117869999999996,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.15,0.8,0.0,60202.297,0.8857,364.93408,471.02730999999994,0.8695,0.61932,0.90602,28.171559999999996,1715603.67125,687.00463,1728.74488,753.76129,3.3035099999999997,796.5359900000001,0.57323,600.0529799999999,197.41136,3092.98686,56.091269999999994,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.15,0.75,0.0,56439.2686,0.8263,352.76916,463.1635,0.8774200000000001,0.61932,0.8796799999999999,27.103240000000003,1633214.47419,677.1143099999999,1692.6535800000001,735.81177,3.21191,788.66178,0.56891,595.1894599999999,192.58549,3022.43547,53.21163000000001,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.15,0.7,0.0,52677.5197,0.769,340.41496,455.5771,0.88505,0.61931,0.85245,26.01726,1551111.9109,667.22883,1657.00039,717.62693,3.11607,780.80695,0.56434,590.47893,187.46968,2951.52654,50.36039,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.15,0.65,0.0,48913.9829,0.7125,327.72959,447.94209000000006,0.89297,0.61932,0.82425,24.91274,1468677.1620399999,657.03382,1620.07566,698.47826,3.0177099999999997,772.59592,0.56015,585.64475,182.11338,2875.13137,47.44157,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.15,0.6,0.0,45152.2184,0.6567,314.65602,440.20752999999996,0.9013399999999999,0.61933,0.79497,23.800079999999998,1386027.0934600001,646.4208,1581.07203,678.10568,2.91814,763.81323,0.55661,580.51415,176.50266000000002,2791.6356100000003,44.46505,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.15,0.55,0.0,41388.8033,0.6022,301.19212999999996,432.51183,0.9098700000000001,0.61932,0.76445,22.67193,1303425.85996,635.4549099999999,1540.72529,656.74289,2.81609,754.5990400000001,0.55348,575.22683,170.56108,2701.2978399999997,41.46178,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.15,0.5,0.0,37625.2558,0.5474,287.13842,424.40488,0.91956,0.61933,0.73255,21.51503,1219075.89493,623.48273,1496.61398,633.03591,2.7114700000000003,744.3686700000001,0.5514600000000001,569.46236,164.34926000000002,2601.73825,38.25592,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.15,0.45,0.0,33863.5171,0.4937,272.55383,416.2462,0.92969,0.61932,0.69906,20.34195,1134464.87439,610.78446,1449.8782099999999,607.52843,2.6046099999999996,733.3714200000001,0.55018,563.37056,157.73217,2495.1466,34.976,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.15,0.4,0.0,30100.8971,0.4413,257.34134,408.05602000000005,0.9402299999999999,0.61932,0.66368,19.157339999999998,1049819.68823,597.2835,1399.92745,580.03628,2.49628,721.4269400000001,0.54997,556.80758,150.63041,2382.91563,31.65737,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.15,0.35,0.0,26338.6522,0.3898,241.35656,399.74417,0.9514100000000001,0.61933,0.62605,17.94812,964483.4337200001,582.87103,1346.22801,550.27359,2.38484,708.30246,0.5511199999999999,549.676,142.97163,2264.3933899999997,28.262940000000004,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.15,0.3,0.0,22575.5694,0.3395,224.44109,391.36131,0.96315,0.61935,0.5856600000000001,16.71939,878808.2134,567.50603,1288.11786,517.82238,2.27103,693.82943,0.5539,541.86006,134.61511000000002,2129.67337,24.77541,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.2,1.05,0.0,76957.6896,1.265,431.07875,524.12838,0.81312,0.6200100000000001,1.03609,33.91122,2191006.52582,747.3306200000001,1945.8923100000002,856.51041,3.74819,842.10381,0.58926,629.85953,218.1906,3536.8690899999997,74.4784,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.2,1.0,0.0,73296.3929,1.1786,418.30121,511.19215999999994,0.82815,0.61943,1.0143,32.805040000000005,2092022.52459,733.2429900000001,1895.6767899999998,832.92514,3.6736400000000002,831.81988,0.59006,623.09635,215.46492999999998,3433.53575,69.92858000000001,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.2,0.95,0.0,69631.1197,1.1026,406.0515,500.34534,0.84015,0.61932,0.9914700000000001,31.723840000000003,1999955.7959900002,721.2835,1852.60661,812.60208,3.59361,822.88735,0.58826,617.2382200000001,212.17517,3347.5537,66.11253,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.2,0.9,0.0,65969.1426,1.0324,394.05356,490.62233,0.8506100000000001,0.61929,0.9679399999999999,30.66047,1912045.32492,710.4031,1812.7150600000002,793.7133200000001,3.5112400000000004,814.50388,0.58536,611.76305,208.47912,3266.41504,62.696909999999995,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.2,0.85,0.0,62302.001,0.9663,382.10521,481.61740999999995,0.86011,0.61932,0.94366,29.610940000000003,1826840.1527900002,700.07413,1774.2415,775.34752,3.42751,806.3304,0.582,606.46292,204.44568,3182.63552,59.50493,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.2,0.8,0.0,58637.4474,0.9036,370.16995,473.19725,0.86885,0.61932,0.9186799999999999,28.557779999999998,1743337.2029400002,690.06183,1737.1317600000002,757.3652099999999,3.3407,798.35655,0.57818,601.37895,200.08693,3105.59779,56.49179,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.2,0.75,0.0,54972.2691,0.8439,358.178,465.29855,0.87684,0.61932,0.8928799999999999,27.49547,1661085.04719,680.26335,1701.3178,739.6555599999999,3.25009,790.56464,0.57385,596.53259,195.40118999999999,3035.71752,53.61999,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.2,0.7,0.0,51307.6284,0.7863,346.00233,457.68082999999996,0.8845200000000001,0.61932,0.86619,26.415770000000002,1579100.58754,670.45956,1665.9396800000002,721.73087,3.15528,782.78708,0.56925,591.83201,190.4264,2966.30024,50.7833,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.2,0.65,0.0,47642.2059,0.7297,333.52451,450.06320999999997,0.89239,0.61932,0.83857,25.31467,1496780.52637,660.40729,1629.66295,702.98175,3.0573599999999996,774.74077,0.56488,587.07723,185.20711,2892.28334,47.8899,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.2,0.6,0.0,43979.2754,0.6737,320.65733,442.29767000000004,0.90081,0.61932,0.8099,24.20426,1414057.54712,649.8899,1591.14145,682.92613,2.95831,766.0961900000001,0.56121,582.00545,179.75351,2810.8296,44.92042,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.2,0.55,0.0,40312.8862,0.6188,307.40006,434.5605,0.9094,0.61932,0.78001,23.07871,1331341.08539,639.0425799999999,1551.26235,661.9174,2.8568599999999997,757.02233,0.55794,576.76349,173.97791999999998,2722.8492100000003,41.92729,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.2,0.5,0.0,36647.5672,0.5644,293.64932999999996,426.6537,0.91861,0.61932,0.74879,21.933320000000002,1247816.51688,627.5160599999999,1508.7675,639.1795599999999,2.75304,747.20779,0.5554,571.2017,167.89206000000001,2625.92952,38.82162,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.2,0.45,0.0,32983.2327,0.5101,279.29881,418.43065,0.92881,0.61932,0.71603,20.75865,1162818.20491,614.99095,1462.7164300000002,614.14783,2.64628,736.41118,0.55386,565.19529,161.47303,2520.79572,35.54572,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.2,0.4,0.0,29318.3529,0.4569,264.33504,410.14569,0.93948,0.61932,0.68145,19.57451,1077788.1840700002,601.64305,1413.28535,587.08237,2.53856,724.6496099999999,0.55343,558.68518,154.59157,2409.18815,32.22605,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.2,0.35,0.0,25653.3894,0.4048,248.63169,401.76181,0.95073,0.61933,0.6447,18.361929999999997,991926.7274600001,587.4179,1360.472,557.89584,2.42702,711.8128,0.55416,551.6814099999999,147.16611,2294.07523,28.8411,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.2,0.3,0.0,21988.7958,0.3538,232.03577,393.28795,0.96257,0.61934,0.6053,17.12971,905682.4812899999,572.27164,1303.3126300000001,526.08886,2.31319,697.6465,0.55645,544.0015599999999,139.07263999999998,2164.75105,25.368479999999998,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.25,1.05,0.0,75337.6243,1.2864,436.29847,526.21075,0.81329,0.62054,1.04875,34.35451,2223105.26375,750.05125,1951.95644,858.64267,3.79129,843.34546,0.59612,630.92872,221.06366,3541.75552,74.68728,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.25,1.0,0.0,71752.8703,1.2007,423.86489000000006,513.57621,0.82789,0.6197199999999999,1.0276399999999999,33.26097,2125167.58317,736.3095,1902.95897,835.65002,3.71757,833.3240400000001,0.5968600000000001,624.3374,218.35862999999998,3441.1995100000004,70.24696999999999,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.25,0.95,0.0,68164.9011,1.1248,411.90937,502.90435999999994,0.83965,0.61934,1.00548,32.18711,2033585.6529299999,724.55197,1860.70853,815.71178,3.6381300000000003,824.58349,0.59504,618.6057,215.10757999999998,3356.92095,66.4927,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.25,0.9,0.0,64578.8801,1.0547,400.09182999999996,493.2446,0.8499700000000001,0.61931,0.9824299999999999,31.12635,1945787.1806700001,713.8193200000001,1821.54027,797.19525,3.55589,816.37275,0.59196,613.23298,211.51437,3277.8993800000003,63.10697,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.25,0.85,0.0,60990.2224,0.9884,388.31937,484.26428,0.8594200000000001,0.61932,0.9586399999999999,30.07913,1860637.62528,703.62113,1783.64766,779.16703,3.4725099999999998,808.34276,0.58846,608.00777,207.59503999999998,3195.95256,59.93849,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.25,0.8,0.0,57407.1344,0.9253,376.56853,475.83687000000003,0.86815,0.61926,0.9342,29.03016,1777211.97847,693.72991,1746.9275,761.46696,3.3865199999999995,800.47702,0.58458,602.9621,203.35687,3119.5574699999997,56.940690000000004,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.25,0.75,0.0,53814.8601,0.865,364.69162,467.85287999999997,0.87625,0.61932,0.9088299999999999,27.96824,1694579.4411,683.98873,1711.2667,743.95252,3.29635,792.74454,0.58016,598.11184,198.81392,3050.13892,54.062419999999996,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.25,0.7,0.0,50227.5418,0.8069,352.66769,460.16729000000004,0.88403,0.61932,0.88264,26.891059999999996,1612365.67485,674.24761,1676.03282,726.24186,3.20235,785.0183900000001,0.5755100000000001,593.39862,193.97945,2982.0846899999997,51.2314,1.1948,0.7032,0.0,0.0,0.0,0.0
