,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6,6.1,6.2,6.3,6.4,6.5,6.6,6.7,6.8,6.9,7,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,8,8.1,8.2,8.3,8.4,8.5,8.6,8.7,8.8,8.9,9,9.1,9.2,9.3,9.4,9.5,9.6,9.7,9.8,9.9,10
,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6,6.1,6.2,6.3,6.4,6.5,6.6,6.7,6.8,6.9,7,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,8,8.1,8.2,8.3,8.4,8.5,8.6,8.7,8.8,8.9,9,9.1,9.2,9.3,9.4,9.5,9.6,9.7,9.8,9.9,10
-1,5.008980081,4.849134308,4.389595114,3.686810273,2.823838726,1.89640596,0.997838258,0.205890019,-0.426216085,-0.873387019,-1.137037878,-1.239461043,-1.216006032,-1.106971244,-0.950745223,-0.779111784,-0.614962374,-0.472113493,-0.356602607,-0.268744956,-0.205325581,-0.161494827,-0.132152019,-0.112783176,-0.099836692,-0.090773698,-0.083932113,-0.078315963,-0.073383513,-0.068872372,-0.064673575,-0.060751046,-0.057095978,-0.053704582,-0.050569575,-0.047678623,-0.045015575,-0.042562352,-0.04030053,-0.038212403,-0.036281546,-0.034493037,-0.032833484,-0.031290924,-0.029854696,-0.028515298,-0.027264249,-0.026093963,-0.024997646,-0.023969199,-0.023003133,-0.022094501,-0.021238837,-0.020432098,-0.019670618,-0.01895107,-0.018270423,-0.01762592,-0.01701504,-0.016435479,-0.015885128,-0.015362052,-0.014864475,-0.01439076,-0.013939404,-0.013509018,-0.013098319,-0.012706122,-0.012331329,-0.011972924,-0.011629963,-0.011301569,-0.010986926,-0.010685276,-0.010395911,-0.010118173,-0.009851445,-0.009595151,-0.009348753,-0.009111747,-0.008883661,-0.008664052,-0.008452504,-0.008248627,-0.008052053,-0.007862437,-0.007679455,-0.007502799,-0.007332181,-0.007167328,-0.007007983,-0.006853903,-0.006704858,-0.00656063,-0.006421015,-0.006285817,-0.006154852,-0.006027943,-0.005904926,-0.005785642,-0.005669943
-0.9,4.039284322,3.92443818,3.593253271,3.083555705,2.451421285,1.762280187,1.081163608,0.463956526,-0.0488595,-0.4351663,-0.690837679,-0.826670905,-0.863673912,-0.827873288,-0.745646834,-0.640245541,-0.529773049,-0.42654173,-0.337490125,-0.265246864,-0.209442891,-0.167965837,-0.13797205,-0.116586009,-0.101301385,-0.090146134,-0.081689843,-0.074965213,-0.069357923,-0.064498981,-0.060176434,-0.056271208,-0.052714934,-0.049464747,-0.046489626,-0.043763816,-0.041264126,-0.038969077,-0.036858794,-0.034915086,-0.033121496,-0.031463277,-0.02992729,-0.028501864,-0.027176645,-0.02594244,-0.024791075,-0.023715271,-0.022708527,-0.021765027,-0.020879555,-0.020047425,-0.019264412,-0.018526705,-0.017830856,-0.01717374,-0.01655252,-0.015964613,-0.015407669,-0.014879538,-0.014378257,-0.013902027,-0.013449199,-0.013018256,-0.012607804,-0.012216558,-0.011843333,-0.011487034,-0.011146649,-0.01082124,-0.010509937,-0.010211933,-0.009926479,-0.009652877,-0.009390477,-0.009138675,-0.008896904,-0.008664636,-0.00844138,-0.008226672,-0.008020081,-0.007821201,-0.007629652,-0.007445077,-0.007267141,-0.007095527,-0.00692994,-0.006770098,-0.00661574,-0.006466615,-0.006322491,-0.006183144,-0.006048365,-0.005917957,-0.005791733,-0.005669513,-0.005551132,-0.005436428,-0.005325252,-0.005217459,-0.005112913
-0.8,3.303861169,3.220274733,2.978542515,2.604321117,2.135914054,1.618532805,1.097916596,0.61447542,0.198912146,-0.130114442,-0.366189822,-0.513531058,-0.584168848,-0.594637744,-0.562825974,-0.505455331,-0.436429079,-0.36606554,-0.301071932,-0.245026248,-0.199120514,-0.162956787,-0.13525249,-0.114380812,-0.098729266,-0.086897569,-0.077774586,-0.070537416,-0.064609453,-0.059604049,-0.055269954,-0.051446349,-0.04802959,-0.044950624,-0.042160743,-0.039623158,-0.037308299,-0.035191318,-0.033250775,-0.031467936,-0.029826345,-0.028311531,-0.026910753,-0.02561279,-0.024407749,-0.023286889,-0.022242472,-0.021267632,-0.020356262,-0.019502914,-0.018702715,-0.017951298,-0.01724474,-0.016579507,-0.015952408,-0.015360557,-0.01480134,-0.014272379,-0.013771514,-0.013296774,-0.012846359,-0.012418623,-0.012012057,-0.011625278,-0.011257013,-0.010906092,-0.010571434,-0.010252045,-0.009947004,-0.009655459,-0.00937662,-0.009109757,-0.008854189,-0.008609283,-0.008374454,-0.008149151,-0.007932864,-0.007725117,-0.007525463,-0.007333485,-0.007148794,-0.006971024,-0.00679983,-0.006634893,-0.006475909,-0.006322594,-0.006174681,-0.006031918,-0.005894067,-0.005760906,-0.005632223,-0.005507818,-0.005387504,-0.005271103,-0.005158446,-0.005049374,-0.004943735,-0.004841388,-0.004742195,-0.004646029,-0.004552767
-0.7,2.738702103,2.677102361,2.498479167,2.220441572,1.869453322,1.477089025,1.075817578,0.695047537,0.358054592,0.080180284,-0.131591685,-0.277839903,-0.36503957,-0.403463213,-0.405068801,-0.381702254,-0.343806379,-0.299690837,-0.255307033,-0.214403567,-0.17891356,-0.149436176,-0.125707251,-0.106994218,-0.092387618,-0.080989412,-0.072014913,-0.064831978,-0.058960698,-0.05405254,-0.049862211,-0.046220179,-0.043009682,-0.040149302,-0.037580711,-0.035260527,-0.033155148,-0.031237566,-0.02948543,-0.027879864,-0.026404707,-0.025046001,-0.023791621,-0.022630988,-0.021554839,-0.020555039,-0.019624416,-0.018756634,-0.017946073,-0.017187735,-0.016477165,-0.015810378,-0.015183802,-0.014594225,-0.014038756,-0.013514782,-0.013019938,-0.012552081,-0.012109264,-0.011689711,-0.011291805,-0.010914069,-0.010555148,-0.010213803,-0.009888895,-0.009579375,-0.00928428,-0.00900272,-0.008733874,-0.008476981,-0.008231338,-0.007996293,-0.007771242,-0.007555621,-0.007348908,-0.007150616,-0.006960291,-0.006777509,-0.006601874,-0.006433017,-0.006270591,-0.006114272,-0.005963756,-0.005818758,-0.005679011,-0.005544262,-0.005414275,-0.005288826,-0.005167708,-0.00505072,-0.004937678,-0.004828404,-0.004722732,-0.004620506,-0.004521576,-0.004425801,-0.004333049,-0.004243193,-0.004156114,-0.004071696,-0.003989834
-0.6,2.298854112,2.252906671,2.119339408,1.910377828,1.644509802,1.344016624,1.032158224,0.730480566,0.456650586,0.223087686,0.036487992,-0.101830033,-0.194957785,-0.249073281,-0.272033767,-0.272108615,-0.256999622,-0.233210889,-0.205756774,-0.178145613,-0.152552391,-0.130092048,-0.111119589,-0.095505521,-0.082858209,-0.072684045,-0.064489589,-0.057836956,-0.052365987,-0.047795692,-0.043914802,-0.04056822,-0.037643391,-0.035058601,-0.032753846,-0.030684157,-0.028814958,-0.027118933,-0.025573961,-0.024161748,-0.022866922,-0.021676402,-0.02057896,-0.019564887,-0.018625741,-0.017754149,-0.01694364,-0.016188519,-0.015483749,-0.014824867,-0.014207901,-0.013629307,-0.013085916,-0.012574883,-0.012093651,-0.011639912,-0.011211582,-0.010806774,-0.010423774,-0.010061023,-0.009717103,-0.009390717,-0.00908068,-0.008785907,-0.008505401,-0.008238247,-0.007983603,-0.007740692,-0.007508799,-0.007287261,-0.007075465,-0.006872844,-0.006678871,-0.006493057,-0.006314948,-0.00614412,-0.005980179,-0.005822757,-0.005671511,-0.00552612,-0.005386283,-0.00525172,-0.005122166,-0.004997376,-0.004877116,-0.00476117,-0.004649331,-0.004541408,-0.004437218,-0.004336591,-0.004239365,-0.004145388,-0.004054516,-0.003966614,-0.003881551,-0.003799208,-0.003719468,-0.003642224,-0.00356737,-0.00349481,-0.003424449
-0.5,1.952360489,1.917687128,1.816660041,1.657862537,1.454350815,1.222008416,0.9776486,0.737165663,0.514002152,0.318117983,0.155541142,0.028473042,-0.064163825,-0.125898622,-0.16177969,-0.177489554,-0.178616533,-0.170140073,-0.156138621,-0.139692415,-0.122932495,-0.107180856,-0.093131638,-0.081034722,-0.070856986,-0.062409146,-0.055435957,-0.049673751,-0.044882325,-0.04085879,-0.037440117,-0.034499575,-0.031940608,-0.029690315,-0.027693605,-0.025908479,-0.02430244,-0.022849875,-0.021530211,-0.020326624,-0.019225134,-0.018213977,-0.01728314,-0.016424035,-0.01562924,-0.014892303,-0.014207587,-0.013570146,-0.01297562,-0.012420154,-0.011900326,-0.011413088,-0.01095572,-0.010525783,-0.010121089,-0.009739665,-0.009379734,-0.009039684,-0.008718057,-0.008413526,-0.008124886,-0.007851033,-0.007590964,-0.007343757,-0.007108567,-0.00688462,-0.006671202,-0.006467656,-0.006273378,-0.006087806,-0.005910424,-0.005740752,-0.005578347,-0.005422794,-0.005273711,-0.005130742,-0.004993552,-0.004861834,-0.004735297,-0.004613672,-0.004496705,-0.004384161,-0.004275817,-0.004171465,-0.004070911,-0.003973972,-0.003880475,-0.003790258,-0.003703168,-0.003619063,-0.003537806,-0.003459269,-0.003383333,-0.003309882,-0.003238809,-0.003170012,-0.003103394,-0.003038863,-0.002976334,-0.002915724,-0.002856954
-0.4,1.676233957,1.649773721,1.572511666,1.450539817,1.293175919,1.111855264,0.91883898,0.725934187,0.543403213,0.379190649,0.238531248,0.12393347,0.035476416,-0.028678771,-0.07167493,-0.097345533,-0.109681201,-0.112423792,-0.108804516,-0.101417016,-0.092199677,-0.082493889,-0.07314522,-0.064619765,-0.057115793,-0.050658906,-0.045175749,-0.040546291,-0.036637576,-0.033323139,-0.030492337,-0.028053271,-0.02593209,-0.024070594,-0.022423335,-0.020954843,-0.019637272,-0.018448528,-0.017370852,-0.016389765,-0.015493305,-0.014671464,-0.013915781,-0.013219035,-0.012575016,-0.01197835,-0.011424357,-0.010908941,-0.010428503,-0.009979865,-0.009560214,-0.009167047,-0.008798133,-0.008451477,-0.008125288,-0.007817955,-0.007528028,-0.007254194,-0.006995263,-0.006750157,-0.006517895,-0.006297581,-0.006088399,-0.0058896,-0.005700501,-0.005520472,-0.005348936,-0.005185361,-0.005029256,-0.004880168,-0.004737679,-0.004601401,-0.004470974,-0.004346066,-0.004226366,-0.004111586,-0.004001458,-0.003895733,-0.003794175,-0.003696568,-0.003602708,-0.003512403,-0.003425476,-0.003341759,-0.003261094,-0.003183333,-0.003108339,-0.003035981,-0.002966136,-0.002898687,-0.002833527,-0.002770552,-0.002709665,-0.002650773,-0.002593792,-0.002538637,-0.002485232,-0.002433503,-0.00238338,-0.002334797,-0.002287692
-0.3,1.453749233,1.433338206,1.373620993,1.278967265,1.156094988,1.013316572,0.859651234,0.703931672,0.554023498,0.416246878,0.295048818,0.192930712,0.110597608,0.047269326,0.001081789,-0.030490857,-0.050250006,-0.060960049,-0.065127317,-0.064870796,-0.06187229,-0.057386729,-0.052291445,-0.047155165,-0.042311635,-0.037927676,-0.034060086,-0.030699446,-0.027801361,-0.025307074,-0.023155873,-0.021291705,-0.019666005,-0.018238286,-0.016975554,-0.015851232,-0.014843988,-0.013936653,-0.013115316,-0.012368602,-0.011687111,-0.011062999,-0.010489652,-0.009961445,-0.009473555,-0.009021822,-0.008602632,-0.008212829,-0.007849645,-0.007510642,-0.007193662,-0.006896791,-0.006618323,-0.006356733,-0.006110656,-0.005878864,-0.00566025,-0.005453817,-0.005258661,-0.00507396,-0.004898969,-0.004733009,-0.004575459,-0.004425754,-0.004283373,-0.00414784,-0.004018717,-0.003895602,-0.003778123,-0.003665937,-0.003558727,-0.003456201,-0.003358087,-0.003264132,-0.003174103,-0.003087781,-0.003004965,-0.002925465,-0.002849105,-0.00277572,-0.002705157,-0.002637271,-0.002571928,-0.002509001,-0.002448372,-0.00238993,-0.00233357,-0.002279193,-0.002226707,-0.002176025,-0.002127064,-0.002079747,-0.002034001,-0.001989756,-0.001946948,-0.001905513,-0.001865395,-0.001826537,-0.001788887,-0.001752394,-0.001717013
