,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6,6.1,6.2,6.3,6.4,6.5,6.6,6.7,6.8,6.9,7,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,8,8.1,8.2,8.3,8.4,8.5,8.6,8.7,8.8,8.9,9,9.1,9.2,9.3,9.4,9.5,9.6,9.7,9.8,9.9,10
0,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6,6.1,6.2,6.3,6.4,6.5,6.6,6.7,6.8,6.9,7,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,8,8.1,8.2,8.3,8.4,8.5,8.6,8.7,8.8,8.9,9,9.1,9.2,9.3,9.4,9.5,9.6,9.7,9.8,9.9,10
-1,0,1.096573644,2.088098906,2.885372406,3.427700378,3.689990589,3.683224596,3.448781957,3.048368574,2.552033212,2.026813792,1.528015332,1.09421347,0.746092817,0.488425979,0.314034096,0.208476118,0.154419978,0.135023648,0.136060382,0.146855485,0.160308035,0.172346232,0.181138929,0.186302554,0.188243171,0.187686827,0.185391516,0.182002696,0.178005379,0.173730849,0.169387233,0.165094931,0.160917366,0.156883839,0.153004749,0.149280824,0.145708272,0.142281427,0.138993988,0.135839556,0.132811845,0.129904749,0.127112379,0.124429072,0.1218494,0.11936818,0.116980478,0.114681608,0.112467126,0.110332833,0.108274756,0.10628915,0.104372479,0.10252141,0.100732802,0.099003693,0.097331291,0.095712964,0.094146229,0.092628746,0.091158305,0.089732819,0.088350319,0.087008942,0.085706929,0.084442614,0.083214423,0.082020862,0.08086052,0.079732056,0.078634199,0.077565744,0.076525547,0.075512518,0.074525626,0.073563886,0.072626364,0.071712169,0.070820453,0.069950408,0.069101264,0.068272286,0.067462771,0.066672051,0.065899485,0.065144462,0.064406397,0.063684731,0.062978929,0.062288478,0.061612888,0.060951687,0.060304424,0.059670668,0.059050003,0.058442032,0.05784637,0.057262652,0.056690523,0.056129645
-0.9,0,0.827441648,1.582222696,2.201960239,2.64287083,2.884643049,2.931163049,2.807305408,2.552789614,2.21458334,1.839423359,1.467753895,1.129871171,0.844475653,0.619323571,0.453339699,0.339438763,0.267375901,0.226140308,0.20564236,0.197657285,0.196137989,0.197084251,0.198165229,0.198258995,0.197020263,0.194534753,0.191077019,0.186962164,0.182469494,0.177813952,0.173144761,0.168556531,0.164103741,0.159813944,0.155697964,0.15175694,0.147986812,0.144380975,0.140931755,0.137631181,0.134471369,0.131444704,0.128543913,0.1257621,0.12309275,0.120529722,0.118067243,0.11569989,0.113422575,0.111230527,0.109119272,0.10708462,0.105122641,0.103229653,0.101402202,0.09963705,0.097931156,0.096281666,0.094685898,0.093141332,0.091645596,0.090196459,0.088791819,0.087429695,0.086108219,0.084825628,0.083580256,0.082370532,0.081194967,0.080052154,0.07894076,0.077859523,0.076807246,0.075782794,0.074785088,0.073813107,0.072865876,0.071942472,0.071042014,0.070163666,0.069306629,0.068470143,0.067653483,0.066855959,0.066076909,0.065315705,0.064571743,0.063844449,0.063133271,0.062437684,0.061757182,0.061091284,0.060439527,0.059801467,0.05917668,0.058564758,0.057965309,0.057377957,0.056802342,0.056238117
-0.8,0,0.632739961,1.214589872,1.701406974,2.061325972,2.278129773,2.351994074,2.297690305,2.140820578,1.912974071,1.646781567,1.37171311,1.111176497,0.881123889,0.690051511,0.540049692,0.428456395,0.349679487,0.296848014,0.263086762,0.242341114,0.229782642,0.221887981,0.216305565,0.211616767,0.20707294,0.202359657,0.197412371,0.192287993,0.187085212,0.181901532,0.17681469,0.171878295,0.167124423,0.162568692,0.158215407,0.154061768,0.1501009,0.146323867,0.142720896,0.13928209,0.135997807,0.132858847,0.129856533,0.12698273,0.124229838,0.121590773,0.119058937,0.116628188,0.114292808,0.112047474,0.10988723,0.107807457,0.10580385,0.103872393,0.102009337,0.100211179,0.098474645,0.096796672,0.09517439,0.09360511,0.09208631,0.090615623,0.089190823,0.087809818,0.086470641,0.085171436,0.083910457,0.082686056,0.081496675,0.080340844,0.079217175,0.078124352,0.07706113,0.076026331,0.075018836,0.074037584,0.07308157,0.072149835,0.071241473,0.070355618,0.069491448,0.068648179,0.067825066,0.067021397,0.066236494,0.06546971,0.064720426,0.063988053,0.063272027,0.062571807,0.061886877,0.061216744,0.060560935,0.059918997,0.059290495,0.058675013,0.058072152,0.057481528,0.056902773,0.056335535
-0.7,0,0.490088116,0.944098568,1.330435671,1.625701575,1.817044909,1.902828664,1.891641117,1.799979765,1.649146044,1.461961798,1.259858022,1.060725481,0.877707576,0.718912659,0.58786827,0.484455648,0.406049947,0.348634217,0.307729099,0.279061117,0.258961581,0.244535469,0.233663054,0.224900409,0.217335111,0.210437431,0.20393076,0.197691362,0.191678157,0.18588807,0.180330526,0.175014798,0.169945109,0.165119843,0.160532556,0.1561735,0.15203103,0.148092685,0.144345919,0.140778552,0.137379009,0.134136437,0.131040732,0.128082533,0.125253179,0.122544671,0.119949615,0.117461182,0.115073055,0.112779388,0.110574769,0.108454177,0.106412954,0.104446774,0.102551611,0.100723719,0.098959607,0.097256017,0.095609907,0.094018434,0.092478936,0.09098892,0.089546051,0.088148133,0.086793107,0.085479036,0.084204097,0.082966573,0.081764845,0.080597386,0.079462755,0.07835959,0.077286603,0.076242574,0.075226349,0.074236833,0.07327299,0.072333835,0.071418431,0.070525892,0.069655371,0.068806065,0.067977209,0.067168074,0.066377965,0.065606219,0.064852203,0.064115316,0.063394979,0.062690642,0.062001779,0.061327884,0.060668476,0.060023093,0.059391293,0.058772651,0.058166761,0.057573232,0.056991691,0.056421778
-0.6,0,0.384283078,0.742686392,1.052341756,1.295916421,1.463261766,1.551975044,1.566871007,1.518553532,1.421414477,1.291444297,1.144214145,0.993299627,0.849291418,0.719410082,0.60763852,0.515221498,0.441360984,0.383951838,0.340241599,0.307346276,0.282599063,0.263743054,0.248999396,0.237049884,0.22697099,0.218148813,0.210194934,0.202874343,0.196049715,0.189641832,0.183603597,0.177904244,0.172520557,0.167432467,0.162621168,0.158068521,0.153757029,0.149669989,0.145791649,0.142107312,0.138603368,0.135267282,0.132087544,0.1290536,0.126155778,0.123385209,0.120733757,0.118193949,0.115758913,0.113422321,0.11117834,0.109021582,0.106947067,0.104950183,0.103026657,0.101172519,0.099384083,0.097657915,0.095990819,0.09437981,0.092822105,0.091315097,0.089856349,0.088443577,0.087074638,0.085747522,0.084460338,0.083211308,0.081998759,0.080821113,0.079676883,0.078564663,0.077483128,0.076431023,0.075407161,0.074410419,0.073439732,0.072494089,0.071572533,0.070674154,0.069798086,0.068943508,0.068109638,0.067295731,0.066501077,0.065725001,0.064966858,0.064226032,0.063501936,0.062794009,0.062101715,0.06142454,0.060761995,0.06011361,0.059478935,0.058857539,0.05824901,0.057652951,0.057068983,0.05649674
-0.5,0,0.304873802,0.590969963,0.841557169,1.043682847,1.189339309,1.275919786,1.305950757,1.286210073,1.226431232,1.137837216,1.031739832,0.918391077,0.806198488,0.701336026,0.607712851,0.52721535,0.460116996,0.405553443,0.361979815,0.327555136,0.30042738,0.27891637,0.261607854,0.247380274,0.235387364,0.225016989,0.21584164,0.207570666,0.200009598,0.193028479,0.186538924,0.180478482,0.174800586,0.169468399,0.16445123,0.159722519,0.155258737,0.15103877,0.14704356,0.143255858,0.139660039,0.136241939,0.132988709,0.129888681,0.126931245,0.12410674,0.121406354,0.118822034,0.116346408,0.113972719,0.111694756,0.109506806,0.107403603,0.105380286,0.10343236,0.10155566,0.099746328,0.098000777,0.096315675,0.094687915,0.093114604,0.091593039,0.090120695,0.088695208,0.087314367,0.085976094,0.084678442,0.08341958,0.082197786,0.081011439,0.079859011,0.078739063,0.077650234,0.076591239,0.075560864,0.074557959,0.073581437,0.072630265,0.071703466,0.070800111,0.069919318,0.06906025,0.06822211,0.067404139,0.066605617,0.065825856,0.065064199,0.064320022,0.063592728,0.062881747,0.062186535,0.061506571,0.060841358,0.06019042,0.059553301,0.058929564,0.058318792,0.057720582,0.057134551,0.056560329
-0.4,0,0.244592262,0.475408572,0.680078659,0.848839379,0.975365903,1.057134312,1.095299455,1.094150939,1.060270577,1.001546341,0.926198136,0.841943924,0.755390273,0.671680912,0.594390985,0.525621057,0.466226959,0.416118652,0.374570158,0.340498222,0.312685148,0.289937183,0.271181894,0.255515218,0.242211904,0.230712733,0.220599742,0.211567589,0.203396253,0.195927734,0.189047677,0.182671726,0.176735887,0.171189978,0.165993326,0.161111985,0.156516969,0.152183096,0.148088232,0.144212764,0.14053921,0.137051923,0.133736848,0.130581326,0.127573922,0.124704279,0.121962998,0.119341525,0.11683206,0.114427472,0.112121232,0.10990735,0.107780316,0.105735055,0.103766885,0.10187148,0.100044833,0.09828323,0.096583222,0.094941603,0.093355385,0.091821787,0.090338207,0.088902219,0.087511548,0.086164065,0.084857774,0.0835908,0.082361381,0.081167859,0.080008675,0.078882356,0.077787517,0.076722846,0.075687106,0.074679127,0.073697801,0.072742077,0.071810962,0.070903512,0.070018832,0.06915607,0.068314417,0.067493106,0.066691403,0.06590861,0.065144065,0.064397133,0.063667211,0.06295372,0.06225611,0.061573854,0.06090645,0.060253414,0.059614288,0.058988628,0.058376013,0.057776037,0.057188312,0.056612465
-0.3,0,0.198326826,0.386438562,0.555096007,0.696877468,0.806775767,0.882483015,0.924347831,0.935040872,0.919004987,0.881789283,0.829369816,0.767545407,0.701470698,0.635356819,0.572339794,0.514493066,0.462946098,0.418066136,0.379663384,0.347188168,0.319899436,0.2969944,0.277697753,0.261314791,0.247255933,0.235041021,0.224291105,0.21471389,0.20608723,0.198243415,0.19105563,0.1844271,0.178282801,0.172563396,0.167220918,0.162215752,0.15751456,0.153088828,0.148913862,0.144968061,0.141232379,0.137689925,0.134325638,0.131126034,0.128078996,0.125173598,0.12239996,0.119749121,0.117212933,0.114783966,0.112455433,0.110221119,0.108075319,0.106012791,0.104028701,0.102118591,0.100278339,0.098504128,0.096792419,0.095139922,0.09354358,0.092000543,0.090508155,0.089063935,0.087665562,0.086310865,0.084997809,0.083724483,0.082489095,0.081289958,0.080125486,0.078994184,0.077894643,0.076825533,0.075785599,0.074773652,0.07378857,0.072829289,0.071894802,0.070984152,0.070096434,0.069230786,0.068386391,0.067562469,0.066758282,0.065973124,0.065206323,0.064457241,0.063725266,0.063009816,0.062310334,0.06162629,0.060957175,0.060302503,0.05966181,0.059034651,0.058420598,0.057819245,0.057230198,0.056653083
