t source [s],f50,f63,f80,f100,f125,f160,f200,f250,f315,f400,f500,f630,f800,f1000,f1250,f1600,f2000,f2500,f3150,f4000,f5000,f6300,f8000,f10000
39.5,5.807782785,6.488011796,7.24264644,8.000221362,8.800256005,9.730485016,10.61032529,11.52035994,12.48020021,13.46809458,14.34579458,15.23560021,16.13016557,16.94556557,17.58013093,18.18569065,18.67546164,19.10788672,19.50555208,19.73,19.73,19.73,19.73,19.73
40,5.85851831,6.546189613,7.317844014,8.084035916,8.891090317,9.82876162,10.71519912,11.63225352,12.59869102,13.58200792,14.45470792,15.34409102,16.24163662,17.04703662,17.68458222,18.27354472,18.75587341,19.17968151,19.56532711,19.73,19.73,19.73,19.73,19.73
40.5,5.904056338,6.599957747,7.38290845,8.156992958,8.971077465,9.916978874,10.80811268,11.72992958,12.70106338,13.68288028,14.55288028,15.43992958,16.33697888,17.13697888,17.77402817,18.35289437,18.82699295,19.24290845,19.61995774,19.73,19.73,19.73,19.73,19.73
41,5.943492957,6.648549296,7.436077464,8.217204226,9.038330986,9.993387326,10.88698591,11.8109155,12.78451408,13.76844366,14.63844366,15.5209155,16.41338733,17.21338733,17.84585916,18.42226056,18.88720422,19.29607746,19.66854929,19.73,19.73,19.73,19.73,19.73
41.5,5.966214084,6.676214084,7.466214084,8.25023662,9.076332394,10.0363324,10.93242817,11.8563324,12.83035493,13.8163324,14.6863324,15.5663324,16.4563324,17.2563324,17.8863324,18.46023662,18.92023662,19.32621408,19.69621408,19.73,19.73,19.73,19.73,19.73
42,5.969312676,6.679312676,7.469312676,8.25136338,9.079994366,10.03999437,10.93862535,11.85999437,12.83204507,13.81999437,14.68999437,15.56999437,16.45999437,17.25999437,17.88999437,18.46136338,18.92136338,19.32931268,19.69931268,19.73,19.73,19.73,19.73,19.73
42.5,5.971504225,6.682249295,7.472249295,8.253008451,9.083008451,10.04300845,10.94300845,11.86375352,12.83451268,13.82375352,14.69375352,15.57375352,16.46375352,17.26375352,17.89375352,18.46375352,18.92300845,19.3322493,19.70150423,19.73,19.73,19.73,19.73,19.73
43,5.972630986,6.684995774,7.474995774,8.255261972,9.085261972,10.04526197,10.94526197,11.86762676,12.83789296,13.82762676,14.69762676,15.57762676,16.46762676,17.26762676,17.89762676,18.46762676,18.92526197,19.33499577,19.70263099,19.73,19.73,19.73,19.73,19.73
43.5,5.978163381,6.692957746,7.482957746,8.264642253,9.094642253,10.05632676,10.95632676,11.87943662,12.85112113,13.84112113,14.70943662,15.59112113,16.47943662,17.27943662,17.90943662,18.47943662,18.93464225,19.34295774,19.70816338,19.73,19.73,19.73,19.73,19.73
44,5.988867606,6.707042253,7.497042253,8.282388732,9.112388732,10.07773521,10.97773521,11.90056338,12.87590986,13.86590986,14.73056338,15.61590986,16.50056338,17.30056338,17.93056338,18.50056338,18.95238873,19.35704225,19.71886761,19.73,19.73,19.73,19.73,19.73
44.5,6.001191549,6.721547887,7.513847887,8.302143662,9.134443662,10.10008309,11.00238309,11.9248,12.90273943,13.89238309,14.7548,15.64238309,16.52444366,17.32444366,17.95444366,18.52178732,18.97178732,19.37349155,19.72587888,19.73,19.73,19.73,19.73,19.73
45,6.015416902,6.736547887,7.533847887,8.324256338,9.161556338,10.1235338,11.0308338,11.95268732,12.93196479,13.9208338,14.78268732,15.6708338,16.55155634,17.35155634,17.98155634,18.54312535,18.99312535,19.3927169,19.72855493,19.73,19.73,19.73,19.73,19.73
45.5,6.03087324,6.753070422,7.554366197,8.347859155,9.187859155,10.14915493,11.05915493,11.98264789,12.96264789,13.94915493,14.81264789,15.69915493,16.57915493,17.37915493,18.00915493,18.56566197,19.0143662,19.41087324,19.73,19.73,19.73,19.73,19.73,19.73
46,6.047774648,6.771380282,7.575492957,8.373211267,9.213211267,10.17732394,11.08732394,12.01504225,12.99504225,13.97732394,14.84504225,15.72732394,16.60732394,17.40732394,18.03732394,18.58960563,19.03549296,19.42777465,19.73,19.73,19.73,19.73,19.73,19.73
46.5,6.06444837,6.790077485,7.596715513,8.396715513,9.238982655,10.20562068,11.11562068,12.04562068,13.02562068,14.00788783,14.87562068,15.75562068,16.63562068,17.43562068,18.06562068,18.61335354,19.05671551,19.44671551,19.73,19.73,19.73,19.73,19.73,19.73
47,6.080854809,6.809229397,7.618050523,8.418050523,9.265246237,10.23406736,11.14406736,12.07406736,13.05406736,14.04126308,14.90406736,15.78406736,16.66406736,17.46406736,18.09406736,18.63687165,19.07805052,19.46805052,19.73,19.73,19.73,19.73,19.73,19.73
47.5,6.09714,6.82933,7.63933,8.44163,9.29244,10.26336,11.17474,12.10474,13.08566,14.07325,14.93474,15.81336,16.69336,17.49244,18.12244,18.66255,19.09933,19.48703,19.73,19.73,19.73,19.73,19.73,19.73
48,6.113282857,6.850544286,7.660544286,8.467844286,9.320725714,10.29364571,11.20802571,12.13802571,13.12094571,14.10360714,14.96802571,15.84364571,16.72364571,17.52072571,18.15072571,18.69076429,19.12054429,19.50324429,19.73,19.73,19.73,19.73,19.73,19.73
48.5,6.129897746,6.869897746,7.683655493,8.493655493,9.34715662,10.32441549,11.23903549,12.17091437,13.15441549,14.13441549,15.00091437,15.87441549,16.75441549,17.54903549,18.17903549,18.71715662,19.14365549,19.52177662,19.73,19.73,19.73,19.73,19.73,19.73
49,6.14706676,6.88706676,7.708993521,8.518993521,9.371410141,10.35575352,11.26737352,12.2033369,13.18575352,14.16575352,15.0333369,15.90575352,16.78575352,17.57737352,18.20737352,18.74141014,19.16899352,19.54303014,19.73,19.73,19.73,19.73,19.73,19.73
49.5,6.16518169,6.905732394,7.732912676,8.545212676,9.397173239,10.38576338,11.29806338,12.23490422,13.21861409,14.19861409,15.06490422,15.93806338,16.81576338,17.60576338,18.23576338,18.76717324,19.19291268,19.56432253,19.73,19.73,19.73,19.73,19.73,19.73
50,6.184407042,6.92615493,7.755166197,8.572466197,9.424708451,10.41421408,11.33151408,12.2654676,13.25326197,14.23326197,15.0954676,15.97151408,16.84421408,17.63421408,18.26421408,18.79470845,19.2151662,19.58566056,19.73,19.73,19.73,19.73,19.73,19.73
50.5,6.202821609,6.946965272,7.7784767,8.5984767,9.454131791,10.44413179,11.36413179,12.29827545,13.28827545,14.26827545,15.12827545,16.00413179,16.87413179,17.66262036,18.29413179,18.82262036,19.2384767,19.60696527,19.73,19.73,19.73,19.73,19.73,19.73
51,6.220284386,6.968230866,7.803028008,8.623028008,9.48577163,10.47577163,11.39577163,12.33371811,13.32371811,14.30371811,15.16371811,16.03577163,16.90577163,17.69097448,18.32577163,18.85097448,19.26302801,19.62823087,19.73,19.73,19.73,19.73,19.73,19.73
51.5,6.239472857,6.991772857,7.829132857,8.651597143,9.518957143,10.50912143,11.43125714,12.37125714,13.36125714,14.33912143,15.19912143,16.06912143,16.93895714,17.72159714,18.35895714,18.87929714,19.28913285,19.64947286,19.73,19.73,19.73,19.73,19.73,19.73
52,6.260687143,7.017987143,7.857061428,8.684882857,9.553957143,10.54447857,11.47125714,12.41125714,13.40125714,14.37447857,15.23447857,16.10447857,16.97395714,17.75488285,18.39395714,18.90758285,19.31706143,19.67068715,19.73,19.73,19.73,19.73,19.73,19.73
52.5,6.28085,7.042,7.88315,8.71485,9.586,10.57885,11.50715,12.44715,13.43715,14.40885,15.26885,16.13885,17.00715,17.786,18.426,18.936,19.342,19.69085,19.73,19.73,19.73,19.73,19.73,19.73
53,6.299778571,7.063428571,7.907078571,8.740921429,9.614571429,10.61206429,11.53822143,12.47822143,13.46822143,14.44206429,15.30206429,16.17206429,17.03822143,17.81457143,18.45457143,18.96457143,19.36342857,19.70977857,19.73,19.73,19.73,19.73,19.73,19.73
53.5,6.318707143,7.084857143,7.931007143,8.766992857,9.643142857,10.64314286,11.56929286,12.51142857,13.50142857,14.47527857,15.33527857,16.20314286,17.06929286,17.84314286,18.48527857,18.99100714,19.38699286,19.7223,19.73,19.73,19.73,19.73,19.73,19.73
54,6.337635714,7.106285714,7.954935714,8.793064286,9.671714286,10.67171429,11.60036429,12.54714286,13.53714286,14.50849286,15.36849286,16.23171429,17.10036429,17.87171429,18.51849286,19.01493571,19.41306429,19.7273,19.73,19.73,19.73,19.73,19.73,19.73
54.5,6.357714286,7.128535714,7.980835714,8.821107143,9.701107143,10.70340714,11.63340714,12.58285714,13.57285714,14.54285714,15.40285714,16.26340714,17.13110714,17.90258572,18.55203571,19.04313571,19.43798572,19.73,19.73,19.73,19.73,19.73,19.73,19.73
55,6.379142857,7.15175,8.00905,8.851464286,9.731464286,10.73876428,11.66876428,12.61857143,13.60857143,14.57857143,15.43857143,16.29876428,17.16146428,17.93615714,18.58596428,19.07635,19.46155714,19.73,19.73,19.73,19.73,19.73,19.73,19.73
55.5,6.400571429,7.175621428,8.037428571,8.882478571,9.762478571,10.77428571,11.70428571,12.65428571,13.64428571,14.61428571,15.47247857,16.33428571,17.19428571,17.96923571,18.61923571,19.10742857,19.48742857,19.73,19.73,19.73,19.73,19.73,19.73,19.73
56,6.422,7.200264286,8.066,8.914264285,9.794264285,10.81,11.74,12.69,13.68,14.65,15.50426428,16.37,17.23,18.00173571,18.65173571,19.136,19.516,19.73,19.73,19.73,19.73,19.73,19.73,19.73
56.5,6.443428572,7.225728572,8.094571428,8.945064285,9.827364285,10.84571428,11.77571428,12.72620714,13.71801428,14.68571428,15.53785714,16.40522143,17.26341428,18.03292143,18.68571428,19.16506429,19.54227143,19.73,19.73,19.73,19.73,19.73,19.73,19.73
57,6.464857143,7.252157143,8.123142857,8.974707143,9.862007143,10.88142857,11.81142857,12.76299285,13.75872857,14.72142857,15.57357143,16.43986429,17.29412857,18.06256429,18.72142857,19.19470715,19.56584286,19.73,19.73,19.73,19.73,19.73,19.73,19.73
