t source [s],f50,f63,f80,f100,f125,f160,f200,f250,f315,f400,f500,f630,f800,f1000,f1250,f1600,f2000,f2500,f3150,f4000,f5000,f6300,f8000,f10000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.5,3.978571429,4.203571429,4.405714286,4.585,4.741428571,4.905714286,5.057142857,5.202857143,5.37,5.542142857,5.728571429,5.926428571,6.15,6.367142857,6.602142857,6.893571429,7.177142857,7.471428571,7.783571429,8.115714286,8.426428571,8.75,9.092857143,9.4
31,4.155349238,4.434785858,4.707436045,4.971488933,5.227849957,5.528623167,5.828988215,6.151253233,6.535010061,6.970054613,7.439755677,7.958232251,8.562857143,9.161845358,9.801664274,10.57430296,11.30071859,12.05108939,12.84500718,13.65439781,14.40139121,15.14607646,15.88775223,16.53146881
31.5,4.460845071,4.823802817,5.207746479,5.597183099,5.999859155,6.489014085,6.978169014,7.510563381,8.126197183,8.815070423,9.505211267,10.24535212,11.06,11.82816901,12.57661972,13.42633803,14.17408451,14.90535212,15.64014085,16.35619718,16.98126761,17.58309859,18.15394367,18.62478873
32,4.718028169,5.15112676,5.623802817,6.101690141,6.613943662,7.230985915,7.848028169,8.51028169,9.262535211,10.09,10.88830986,11.73183099,12.63577465,13.46056338,14.22619718,15.06267606,15.77915493,16.45605634,17.11816901,17.74070423,18.2728169,18.76535211,19.21788733,19.47464789
32.5,4.913802817,5.399295775,5.936619718,6.473943662,7.061267606,7.760422535,8.455915493,9.195070422,10.02056338,10.91605634,11.75971831,12.6415493,13.5715493,14.4015493,15.14971831,15.94422535,16.61873239,17.24323944,17.84591549,18.39859155,18.87126761,19.29577464,19.65647888,19.73
33,5.005352113,5.511971831,6.077464789,6.642957747,7.258450704,7.992816902,8.70943662,9.483802817,10.33042254,11.24704226,12.10478873,12.99366197,13.92366197,14.75366197,15.49478873,16.26816902,16.9215493,17.52492958,18.09943662,18.62394366,19.0684507,19.47183099,19.71985915,19.73
33.5,5.07915493,5.606901409,6.194647888,6.782394366,7.420140845,8.177887324,8.921549296,9.713380282,10.57521127,11.51295774,12.37295774,13.26887324,14.19295774,15.02887324,15.75704226,16.50929577,17.14746479,17.7356338,18.28788733,18.79605634,19.21830986,19.60056338,19.73,19.73
34,5.149577465,5.695492958,6.301408451,6.91028169,7.56915493,8.348028169,9.113943662,9.919859155,10.79577465,11.74873239,12.61169014,13.51169014,14.43169014,15.27169014,15.98577465,16.7228169,17.34394367,17.91802817,18.44915493,18.94323944,19.34732395,19.68774648,19.73,19.73
34.5,5.217481338,5.777475939,6.39977054,7.027270774,7.70477101,8.504571244,9.284565845,10.10436878,10.99436338,11.95436068,12.82186631,13.72186631,14.64167464,15.47956631,16.18187172,16.90727441,17.51207418,18.06977958,18.58457934,19.06228474,19.45229014,19.7150338,19.73,19.73
35,5.282428521,5.856495892,6.497863263,7.141055986,7.834248709,8.654741432,9.448808803,10.28226784,11.18633521,12.15336889,13.02249425,13.92249425,14.84188591,15.67519425,16.36842688,17.07679319,17.67090047,18.2095331,18.71364037,19.17227301,19.54820563,19.72475211,19.73,19.73
35.5,5.346387676,5.934473826,6.591458568,7.249544718,7.957630869,8.796818427,9.603803169,10.44894765,11.36483099,12.33777265,13.20887406,14.10777265,15.0259324,15.85777265,16.54078791,17.23564343,17.81755728,18.34057254,18.83248638,19.27440024,19.62750282,19.73,19.73,19.73
36,5.409186972,6.011228521,6.679774296,7.351815845,8.073857394,8.929394718,9.747940493,10.60245704,11.52750704,12.50503204,13.37852782,14.27503204,15.19100282,16.02503204,16.69648627,17.38196972,17.94992817,18.4613824,18.93934084,19.3672993,19.68729155,19.73,19.73,19.73
36.5,5.469985916,6.085985563,6.765997888,7.451997536,8.187997183,9.057971655,9.885971479,10.75197112,11.68398362,12.66398362,13.53997095,14.43398362,15.34997095,16.18197112,16.8459838,17.51998416,18.07398451,18.57397218,19.03797253,19.45398539,19.72197464,19.73,19.73,19.73
37,5.52843662,6.158397535,6.849765493,7.549726409,8.299687324,9.181853697,10.01683415,10.89679507,11.83318257,12.81318257,13.69177553,14.58318257,15.50177553,16.32679507,16.98820211,17.6482412,18.18828028,18.67691232,19.12695141,19.53337799,19.72718591,19.73,19.73,19.73
37.5,5.585883099,6.227553873,6.93317676,7.644847535,8.408170423,9.300803697,10.14508908,11.03381197,11.97514947,12.95744947,13.83579736,14.72744947,15.64450158,16.46546408,17.12086408,17.76919331,18.29752254,18.77419965,19.21252887,19.60500405,19.73,19.73,19.73,19.73
38,5.642150704,6.29288838,7.016169718,7.736907394,8.512888733,9.413963909,10.27028274,11.16166409,12.10862659,13.09592659,13.97068292,14.86592659,15.77657024,16.59690774,17.24230774,17.88157007,18.4008324,18.86485106,19.29411338,19.66751286,19.73,19.73,19.73,19.73
38.5,5.698274335,6.358777641,7.094811932,7.826880516,8.612914808,9.523418115,10.3894524,11.2854867,12.23705198,13.22705198,14.10152099,14.99705198,15.90101768,16.72101768,17.3594524,17.9889491,18.4984458,18.95084623,19.37034292,19.70787606,19.73,19.73,19.73,19.73
39,5.754228951,6.425318134,7.168346753,7.914403991,8.707432609,9.628521792,10.50155041,11.40457903,12.35954708,13.34954708,14.22760765,15.11954708,16.01651847,16.83651847,17.47155041,18.09046123,18.58937205,19.03137537,19.44028619,19.72224225,19.73,19.73,19.73,19.73
