z [m],M_0 [-],tau [-],Nc_L [%],F_n [N],W_f [kg/s],jet_V [m/s],jet_Tt [K],jet_rho [kg/m3],jet_A [m2],jet_M [-],core_mdot [kg/s],core_Pt_i [Pa],core_Tt_i [K],core_Tt_j [K],turb_DTt_des [K],turb_rho_i [kg/m3],turb_c_i [m/s],turb_rho_e [kg/m3],turb_c_e [m/s],fan_mdot [kg/s],fan_N [rpm],fan_DTt [K]
2499.9696,0.25,0.45,0,23713.9554,0.3776,278.3499,396.99284,0.72519,0.61932,0.73405,15.97016,878282.9201,585.81041,1409.86098,597.00836,2.07369,723.75002,0.43292,553.89328,125.65427,2471.35177,34.00839
2499.9696,0.25,0.4,0,21079.2837,0.3395,264.11381,389.23459,0.73332,0.61932,0.70032,15.07048,815268.3702,573.23233,1364.21163,571.73107,1.98932,712.65486,0.432,547.84443,120.57238,2363.95263,30.87676
2499.9696,0.25,0.35,0,18444.3277,0.302,249.17114,381.33356,0.74198,0.61933,0.66451,14.15284,751710.1242,559.88547,1315.13011,544.52162,1.90268,700.52051,0.43209,541.22603,115.10381,2254.11132,27.69248
2499.9696,0.25,0.3,0,15809.536,0.2652,233.39825,373.35679,0.75106,0.61934,0.62617,13.21159,687521.4688,545.64363,1262.53419,515.01218,1.81271,687.273,0.43307,534.0955,109.14757,2133.28342,24.42829
2499.9696,0.3,1.05,0,54441.9485,0.9332,428.93263,498.02637,0.63695,0.6213,1.06194,26.31607,1665448.657,713.63676,1866.95909,826.62188,2.96955,825.80842,0.46968,616.53692,170.46819,3446.99398,70.70623
2499.9696,0.3,1,0,51851.753,0.8723,417.16648,486.26456,0.64817,0.62021,1.04161,25.50228,1593792.031,700.78826,1820.59987,804.87505,2.91414,816.09885,0.47039,610.1249,168.4377,3351.8745,66.58106
2499.9696,0.3,0.95,0,49259.0933,0.8181,405.83947,476.28258,0.65727,0.61953,1.02024,24.70261,1526645.556,689.76092,1780.3462,785.96592,2.85447,807.56327,0.46925,604.48648,165.99795,3271.6584,63.08629
2499.9696,0.3,0.9,0,46665.6578,0.7682,394.6,467.27334,0.66519,0.61934,0.99779,23.90481,1461940.319,679.63151,1743.44916,768.48101,2.79133,799.65085,0.46691,599.29843,163.31024,3195.98368,59.91823
2499.9696,0.3,0.85,0,44074.113,0.721,383.39641,458.92073,0.67237,0.61932,0.97454,23.10701,1398848.409,669.95626,1708.30634,751.54268,2.7258,792.02279,0.46391,594.38584,160.39062,3117.13336,56.94866
2499.9696,0.3,0.8,0,41484.6895,0.6763,372.20656,451.11225,0.67893,0.61926,0.95058,22.306,1336972.304,660.56493,1674.52657,734.95409,2.65778,784.61169,0.46047,589.71168,157.22612,3042.92605,54.12716
2499.9696,0.3,0.75,0,38888.9252,0.6333,360.87918,443.67022,0.68508,0.61932,0.92569,21.49705,1275673.562,651.30976,1641.50035,718.48216,2.58694,777.3055,0.45667,585.17592,153.84218,2975.82531,51.41058
2499.9696,0.3,0.7,0,36296.4955,0.5917,349.39554,436.43789,0.69106,0.61932,0.90003,20.68041,1214768.935,642.113,1608.5146,701.81669,2.51394,769.94002,0.45282,580.67068,150.25532,2910.83629,48.73815
2499.9696,0.3,0.65,0,33706.0346,0.5507,337.64183,429.20388,0.6972,0.61929,0.87351,19.84716,1153589.752,632.73667,1574.79328,684.54555,2.43845,762.3227,0.44915,576.09716,146.49354,2843.2037,46.03447
2499.9696,0.3,0.6,0,31112.6003,0.5097,325.47355,421.72373,0.70392,0.61931,0.84597,18.99806,1091494.936,622.78267,1538.78608,665.90958,2.36118,754.08727,0.446,571.21505,142.58607,2767.67543,43.21732
2499.9696,0.3,0.55,0,28519.2826,0.4696,312.96277,414.26701,0.71079,0.61932,0.8173,18.13412,1029188.263,612.48574,1501.6497,646.36946,2.28145,745.47905,0.44305,566.21981,138.4519,2686.1332,40.37012
2499.9696,0.3,0.5,0,25925.8029,0.4305,300.09377,406.94621,0.7176,0.61932,0.78734,17.25991,967142.929,601.90765,1463.62645,625.92755,2.19961,736.5562,0.44017,561.17653,134.03638,2596.67084,37.50607
2499.9696,0.3,0.45,0,23333.1319,0.3919,286.7256,399.50606,0.72481,0.61932,0.75595,16.37081,904538.0208,590.6517,1423.12571,603.70527,2.11577,726.93862,0.43775,555.86708,129.3596,2498.26712,34.53383
2499.9696,0.3,0.4,0,20740.3105,0.3532,272.70669,391.68197,0.73296,0.61932,0.72293,15.46493,840886.1991,578.2428,1378.18543,578.90308,2.03102,716.08073,0.43649,549.91554,124.42465,2391.74194,31.40455
2499.9696,0.3,0.35,0,18148.0323,0.3149,258.004,383.67077,0.74171,0.61932,0.68794,14.53957,776516.9796,565.01319,1329.68471,552.08645,1.94396,704.14407,0.43622,543.38835,119.12947,2282.62436,28.21067
2499.9696,0.3,0.3,0,15555.5885,0.2773,242.49376,375.52724,0.75099,0.61933,0.65054,13.59042,711419.377,550.89927,1277.49336,523.01818,1.85375,691.08003,0.43695,536.28476,113.37844,2166.13728,24.94349
2499.9696,0.35,1.05,0,53848.3125,0.9568,436.24013,501.08742,0.63693,0.62258,1.08002,26.82378,1701740.112,717.62679,1876.11913,829.96425,3.01945,827.71826,0.47749,618.14708,173.71594,3455.76192,71.07312
2499.9696,0.35,1,0,51285.9435,0.8958,424.7581,489.541,0.64786,0.62117,1.06033,26.00998,1630037.517,705.01544,1830.73154,808.65647,2.96392,818.24106,0.47812,611.89513,171.68126,3362.59175,67.02035
2499.9696,0.35,0.95,0,48721.6818,0.8412,413.68622,479.67563,0.6568,0.62012,1.03961,25.20939,1562628.88,694.12804,1791.02497,790.00307,2.90433,809.84535,0.47697,606.35315,169.24213,3283.53124,63.56524
2499.9696,0.35,0.9,0,46157.0743,0.7906,402.6924,470.72674,0.66464,0.61951,1.01784,24.41032,1497555.594,684.11093,1754.43143,772.70404,2.84143,802.02443,0.47468,601.21441,166.55809,3208.95903,60.42515
2499.9696,0.35,0.85,0,43593.1744,0.7428,391.63583,462.34901,0.6718,0.61932,0.99508,23.60857,1433914.508,674.52955,1719.57022,756.00053,2.77583,794.48613,0.47159,596.32732,163.69359,3131.9072,57.46529
2499.9696,0.35,0.8,0,41031.0034,0.6973,380.53696,454.46523,0.6784,0.61928,0.97148,22.80212,1371389.611,665.21262,1686.04008,739.65234,2.70758,787.15281,0.46798,591.66569,160.61645,3058.50802,54.63982
2499.9696,0.35,0.75,0,38464.6868,0.6536,369.31611,446.93583,0.6846,0.61932,0.94702,21.98625,1309352.991,656.00168,1653.22202,723.38274,2.63641,779.91339,0.46402,587.14273,157.32344,2991.81396,51.91563
2499.9696,0.35,0.7,0,35900.5826,0.6112,357.9412,439.62241,0.69063,0.61932,0.92177,21.16292,1247707.388,646.82958,1620.45383,706.91582,2.56309,772.6232,0.45997,582.6536,153.82798,2927.85369,49.23656
2499.9696,0.35,0.65,0,33336.5955,0.5696,346.29988,432.32763,0.69678,0.61932,0.89565,20.32213,1185785.606,637.52332,1587.12601,689.92087,2.48703,765.1265,0.45603,578.12603,150.15719,2861.85628,46.52889
2499.9696,0.35,0.6,0,30771.6542,0.5278,334.26291,424.76106,0.70354,0.61932,0.86859,19.46542,1122966.919,627.63613,1551.4181,671.55103,2.40948,756.99599,0.45268,573.26871,146.353,2788.29321,43.70503
2499.9696,0.35,0.55,0,28208.5956,0.4867,321.88579,417.1634,0.71056,0.61932,0.84048,18.59422,1059740.375,617.36131,1514.29716,652.18279,2.32956,748.43135,0.44959,568.24223,142.34436,2708.70227,40.84313
2499.9696,0.35,0.5,0,25643.0017,0.4468,309.15557,409.71064,0.71749,0.61932,0.81107,17.71043,996733.4038,606.83651,1476.47364,632.02631,2.24718,739.5892,0.44652,563.18962,138.05558,2621.64201,37.97162
2499.9696,0.35,0.45,0,23078.6161,0.4076,295.97286,402.22229,0.72467,0.61932,0.78026,16.81507,933467.4904,595.77304,1436.58265,610.33334,2.16298,730.15594,0.44379,557.9205,133.49816,2525.90158,35.02592
2499.9696,0.35,0.4,0,20514.3553,0.3684,282.19639,394.46797,0.73255,0.61932,0.74789,15.90391,869393.1026,583.72494,1393.015,586.36505,2.07752,719.69447,0.44193,552.15676,128.67418,2420.90882,31.94994
2499.9696,0.35,0.35,0,17950.0876,0.3293,267.71543,386.35641,0.74135,0.61932,0.71367,14.96886,804077.1021,570.62159,1345.1274,559.9539,1.98984,707.9715,0.44126,545.7268,123.54252,2311.65596,28.74626
2499.9696,0.35,0.3,0,15385.8779,0.2906,252.44926,378.03975,0.75082,0.61933,0.67718,14.00841,737832.6813,556.60992,1293.31908,531.29517,1.89905,695.07843,0.44168,538.65588,117.99367,2198.71191,25.46934
2499.9696,0.4,1.05,0,53551.8274,0.9852,444.63098,504.73067,0.63679,0.62439,1.10069,27.42514,1744988.447,722.34823,1887.09674,834.01655,3.07818,829.99922,0.48658,620.05349,177.5288,3466.82182,71.53837
2499.9696,0.4,1,0,51001.9347,0.9237,433.39919,493.37835,0.64746,0.62267,1.08158,26.60886,1672929.799,709.93065,1842.52673,813.06914,3.02244,820.72739,0.48717,613.94474,175.4798,3375.14109,67.54281
2499.9696,0.4,0.95,0,48452.5757,0.8683,422.55859,483.58036,0.65627,0.62122,1.0615,25.80156,1604824.153,699.14698,1803.28315,794.62938,2.96248,812.45678,0.48597,608.49079,173.03174,3297.08403,64.11428
2499.9696,0.4,0.9,0,45901.4847,0.8168,411.78209,474.66701,0.66404,0.62016,1.04037,24.99701,1538996.03,689.20765,1766.90843,777.46628,2.89944,804.71068,0.4837,603.39451,170.3379,3223.35322,60.99135
2499.9696,0.4,0.85,0,43351.8334,0.768,400.94624,466.29952,0.67116,0.61949,1.01826,24.1895,1474568.628,679.69778,1732.1658,760.88391,2.83378,797.2299,0.48066,598.52584,167.46357,3147.37927,58.0442
2499.9696,0.4,0.8,0,40801.7203,0.7215,389.94457,458.32858,0.6778,0.61932,0.99508,23.3737,1411015.662,670.42764,1698.74025,744.70237,2.76499,789.94823,0.47691,593.86014,164.44526,3074.93156,55.2129
2499.9696,0.4,0.75,0,38251.7227,0.6769,378.81553,450.69863,0.68406,0.61932,0.97101,22.54877,1348072.151,661.27094,1666.10019,728.64629,2.6934,782.7705,0.47275,589.33928,161.2354,3008.64387,52.47654
2499.9696,0.4,0.7,0,35701.8686,0.6335,367.52452,443.28411,0.69013,0.61932,0.94613,21.71475,1285385.627,652.11316,1633.52703,712.3749,2.61935,775.54932,0.46846,584.86215,157.82593,2945.60896,49.78583
2499.9696,0.4,0.65,0,33152.0365,0.591,355.97994,435.90181,0.6963,0.61932,0.92038,20.86209,1222415.951,642.85073,1600.52922,695.6256,2.54239,768.16066,0.46421,580.3727,154.24208,2880.90954,47.06691
2499.9696,0.4,0.6,0,30601.2618,0.5483,344.05166,428.25219,0.70308,0.61932,0.89375,19.99501,1158616.14,633.03588,1565.16138,677.54025,2.46415,760.14629,0.46057,575.54694,150.53276,2809.44325,44.23811
2499.9696,0.4,0.55,0,28052.6868,0.5062,331.7793,420.51062,0.71021,0.61931,0.86611,19.11272,1094253.034,622.78465,1528.11169,658.36002,2.38368,751.64093,0.45727,570.50351,146.63948,2731.68208,41.35615
2499.9696,0.4,0.5,0,25501.0382,0.4651,319.15811,412.88857,0.71731,0.61932,0.83721,18.21553,1029961.302,612.2714,1490.33793,638.41617,2.30049,742.85037,0.45399,565.42115,142.47735,2646.85932,38.46437
2499.9696,0.4,0.45,0,22950.8727,0.425,306.1281,405.30892,0.72451,0.61932,0.80695,17.30942,965682.1958,601.34668,1450.88653,617.17011,2.21557,733.55973,0.45094,560.16766,138.03841,2553.77519,35.53132
2499.9696,0.4,0.4,0,20400.7425,0.3851,292.5486,397.54331,0.73225,0.61932,0.77517,16.38803,900760.8327,589.57162,1408.30655,593.88613,2.1291,723.39723,0.44856,554.51938,133.32941,2451.527,32.48777
2499.9696,0.4,0.35,0,17850.8957,0.3452,278.29736,389.43339,0.74086,0.61931,0.74164,15.44381,834632.0178,576.72818,1361.51242,568.1425,2.0406,712.01344,0.44728,548.25199,128.33045,2341.78547,29.31101
2499.9696,0.4,0.3,0,15300.7535,0.3054,263.25905,380.96421,0.75044,0.61932,0.706,14.46995,767091.1544,562.82261,1310.15401,539.88682,1.94899,699.30064,0.4473,541.23803,122.9715,2231.31336,26.02176
2499.9696,0.45,1.05,0,53516.77,1.018,453.90629,508.81589,0.63668,0.62687,1.12356,28.11537,1794701.995,727.65194,1899.37529,838.53671,3.14541,832.54101,0.49702,622.18213,181.9123,3478.97811,72.04616
2499.9696,0.45,1,0,50970.1161,0.9557,442.91876,497.62533,0.6471,0.62481,1.10505,27.29212,1721944.866,715.40921,1855.55689,817.9261,3.08915,823.46328,0.49753,616.20682,179.84077,3388.85318,68.10655
2499.9696,0.45,0.95,0,48421.5152,0.8993,432.28394,487.90183,0.65577,0.62298,1.08553,26.47504,1652832.979,704.71094,1816.76618,799.67697,3.02846,815.31934,0.49627,610.84653,177.37066,3311.58052,64.69948
2499.9696,0.45,0.9,0,45872.6665,0.8466,421.72021,479.023,0.66345,0.62146,1.06503,25.66179,1586034.489,694.84042,1780.5948,782.63282,2.9651,807.64555,0.49401,605.79534,174.65078,3238.59925,61.5922
2499.9696,0.45,0.85,0,43324.4783,0.7966,411.09057,470.65674,0.67053,0.62027,1.04356,24.84522,1520540.826,685.3868,1745.91977,766.1412,2.89911,800.21303,0.49099,600.94182,171.75016,3163.53063,58.65329
2499.9696,0.45,0.8,0,40776.0081,0.7489,400.2983,462.66516,0.67716,0.61954,1.02104,24.01947,1455846.599,676.15973,1712.47181,750.02143,2.82997,792.96064,0.48727,596.27331,168.70555,3091.48992,55.82537
2499.9696,0.45,0.75,0,38227.578,0.703,389.278,454.93904,0.68346,0.61932,0.99741,23.18164,1391629.944,667.03441,1679.89197,734.10635,2.7576,785.82105,0.48296,591.74537,165.53843,3025.61783,53.07679
2499.9696,0.45,0.7,0,35679.5083,0.6585,378.04751,447.40052,0.68959,0.61932,0.97285,22.3337,1327644.431,657.89034,1647.46002,718.02851,2.68259,778.65579,0.47838,587.26631,162.21152,2963.48318,50.37055
2499.9696,0.45,0.65,0,33131.484,0.6149,366.57948,439.9149,0.69579,0.61931,0.94746,21.46545,1263339.133,648.66068,1614.7656,701.51652,2.60434,771.3688,0.47377,582.81024,158.70881,2899.93488,47.63671
2499.9696,0.45,0.6,0,30581.9852,0.5712,354.73872,432.1774,0.70256,0.61932,0.92118,20.58353,1198280.591,638.90909,1579.79617,683.72446,2.5249,763.48469,0.46975,578.032,155.08618,2830.3649,44.79891
2499.9696,0.45,0.55,0,28035.1637,0.5278,342.55267,424.29264,0.70978,0.61931,0.89397,19.68769,1132593.947,628.68941,1542.83492,664.74211,2.44366,755.04447,0.46619,572.97474,151.30009,2754.35825,41.89662
2499.9696,0.45,0.5,0,25484.9928,0.4854,330.01661,416.47789,0.71705,0.61932,0.86554,18.77522,1066796.52,618.17359,1504.94447,644.93801,2.35964,746.273,0.4627,567.8358,147.26304,2671.62993,38.97832
2499.9696,0.45,0.45,0,22936.426,0.4441,317.11294,408.78111,0.72429,0.61932,0.83579,17.85313,1001156.711,607.33935,1465.90321,624.10557,2.27343,737.11836,0.45927,562.60169,142.93917,2581.09107,36.0456
2499.9696,0.45,0.4,0,20387.9295,0.4033,303.69907,400.95992,0.73195,0.61932,0.80455,16.91792,935080.3296,595.78823,1424.08562,601.42277,2.18573,727.19325,0.45639,557.02528,138.34443,2481.70482,33.02391
2499.9696,0.45,0.35,0,17839.3451,0.3626,289.65238,392.85015,0.74035,0.61932,0.77164,15.96207,867965.2443,583.21595,1378.36861,576.38652,2.09615,716.15021,0.45447,550.90086,133.46612,2373.33582,29.88
2499.9696,0.45,0.3,0,15290.7431,0.3217,274.83579,384.29318,0.74988,0.61933,0.73678,14.97335,799094.5719,569.47788,1327.78444,548.66212,2.00334,703.69716,0.45392,544.0041,128.27436,2263.93795,26.59316
2499.9696,0.5,1.05,0,53769.5531,1.0562,464.15047,513.47722,0.63645,0.63013,1.14874,28.90739,1852073.935,733.67695,1913.43018,843.74701,3.22212,835.43957,0.50884,624.59529,186.90901,3493.33664,72.64985
2499.9696,0.5,1,0,51210.3008,0.9926,453.36333,502.39943,0.64667,0.62772,1.13075,28.07287,1778181.051,721.56169,1870.20453,823.40697,3.16506,826.52476,0.50929,618.73144,184.80845,3404.42014,68.74825
2499.9696,0.5,0.95,0,48649.7111,0.9348,442.91572,492.72601,0.65521,0.6255,1.11178,27.24235,1707741.898,710.92014,1831.7653,805.30285,3.10345,818.49177,0.50797,613.4523,182.30514,3327.77494,65.35519
2499.9696,0.5,0.9,0,46089.383,0.8808,432.54127,483.86956,0.66281,0.62353,1.09185,26.41554,1639579.544,701.09348,1795.80246,788.35187,3.03924,810.89357,0.50566,608.45741,179.54647,3255.31941,62.2539
2499.9696,0.5,0.85,0,43528.8282,0.8293,422.09578,475.4883,0.66986,0.62183,1.07098,25.58609,1572688.085,691.67014,1761.13228,771.91258,2.97263,803.49649,0.50265,603.61494,176.60507,3181.00338,59.3163
2499.9696,0.5,0.8,0,40968.3427,0.78,411.49253,467.45726,0.67648,0.62052,1.04909,24.74699,1506538.006,682.46683,1727.5667,755.81244,2.90292,796.25617,0.49896,598.93162,173.51827,3109.24788,56.48541
2499.9696,0.5,0.75,0,38407.8279,0.7326,400.67043,459.68255,0.6828,0.61966,1.02613,23.8942,1440773.24,673.35069,1694.84136,739.89984,2.8298,789.11666,0.49467,594.3852,170.30445,3043.30112,53.73003
2499.9696,0.5,0.7,0,35847.1451,0.6866,389.55359,452.04305,0.68897,0.61933,1.00203,23.02954,1375211.038,664.21079,1662.38352,723.92128,2.75376,781.9719,0.48992,589.88906,166.99321,2981.72115,51.00898
2499.9696,0.5,0.65,0,33287.8258,0.6417,378.13768,444.43068,0.6952,0.61931,0.97693,22.14124,1309212.077,654.99563,1629.94473,707.63218,2.67377,774.77293,0.48489,585.45771,163.56587,2919.14666,48.25515
2499.9696,0.5,0.6,0,30726.2223,0.5967,366.36031,436.58924,0.70196,0.61932,0.95097,21.23961,1242553.772,645.29107,1595.36941,690.1239,2.59263,767.01901,0.48042,580.7297,160.02184,2851.2483,45.40319
2499.9696,0.5,0.55,0,28167.4649,0.5519,354.23889,428.56248,0.70923,0.61931,0.92413,20.32627,1175279.28,635.10277,1558.55743,671.35308,2.51017,758.65967,0.4765,575.67411,156.33184,2776.85183,42.47837
2499.9696,0.5,0.5,0,25605.2442,0.508,341.76625,420.55481,0.71664,0.61932,0.89611,19.39446,1107706.999,624.57642,1520.62687,651.71079,2.42486,749.92936,0.47271,570.49741,152.4103,2696.01577,39.52887
2499.9696,0.5,0.45,0,23044.6119,0.4653,328.9544,412.70239,0.72396,0.61932,0.8668,18.45305,1040385.116,613.79725,1481.77551,631.19113,2.3372,740.86354,0.46891,565.24869,148.19938,2607.87489,36.58572
2499.9696,0.5,0.4,0,20484.0549,0.4233,315.6692,404.78134,0.73158,0.61932,0.83607,17.49939,972782.4091,602.414,1440.51754,609.01897,2.24792,731.12019,0.46554,559.71106,143.71593,2511.28977,33.57263
2499.9696,0.5,0.35,0,17923.5042,0.3815,301.7919,396.62437,0.73984,0.61932,0.80372,16.52789,904342.0549,590.06732,1395.62251,584.6121,2.15699,720.35476,0.46301,553.67413,138.95416,2405.87188,30.45308
2499.9696,0.5,0.3,0,15362.9642,0.3395,287.18091,388.02272,0.7492,0.61932,0.76954,15.52234,834062.9964,576.5421,1345.99978,557.50847,2.06271,708.21497,0.46176,546.92267,133.90358,2297.31252,27.18082
2999.8416,0,1.05,0,60682.791,0.8176,406.82331,485.03533,0.60402,0.61941,1.01218,23.61234,1479235.817,696.37863,1829.37762,813.39062,2.69171,817.90742,0.42532,609.70274,152.87801,3416.00208,69.40654
2999.8416,0,1,0,57792.8526,0.7544,392.84558,471.24967,0.61699,0.61933,0.98758,22.76136,1404322.022,681.26284,1774.39433,787.64147,2.63456,806.25316,0.42665,601.9753,150.7985,3302.09619,64.56811
2999.8416,0,0.95,0,54904.7692,0.7008,379.91755,460.32323,0.62675,0.61932,0.9624,21.93903,1336299.039,668.85631,1729.2926,766.20161,2.57233,796.54963,0.42564,595.63396,148.15318,3209.0533,60.69961
2999.8416,0,0.9,0,52017.3755,0.6526,367.46249,450.93186,0.63477,0.61927,0.93663,21.13074,1272076.354,657.72605,1689.10798,746.67699,2.50695,787.7794,0.42343,590.03904,145.13205,3120.1111,57.3126
2999.8416,0,0.85,0,49126.2777,0.6079,355.14311,442.44138,0.64177,0.6193,0.91008,20.33015,1210098.503,647.24413,1651.44247,727.99586,2.43919,779.47301,0.42054,584.84716,141.83131,3033.01656,54.19029
2999.8416,0,0.8,0,46235.5822,0.5659,342.85573,434.59945,0.64806,0.61932,0.88277,19.5346,1149958.918,637.22995,1615.37063,709.88465,2.36972,771.44029,0.4173,579.89054,138.27952,2955.8677,51.27652
2999.8416,0,0.75,0,43346.2669,0.5258,330.48351,427.18697,0.65391,0.61931,0.85464,18.73899,1090984.987,627.48748,1580.08872,691.97224,2.29839,763.48823,0.41392,575.05518,134.50071,2884.26256,48.49532
2999.8416,0,0.7,0,40456.813,0.487,317.87306,419.93243,0.6597,0.61931,0.82556,17.9278,1032055.432,617.70292,1544.85295,673.7214,2.22383,755.44601,0.41052,570.29713,130.5232,2810.44239,45.71926
2999.8416,0,0.65,0,37566.169,0.4486,304.88531,412.56822,0.66586,0.61932,0.79542,17.10527,972846.171,607.43958,1507.81425,654.24733,2.14774,746.88044,0.40756,565.32488,126.36817,2728.73326,42.85896
2999.8416,0,0.6,0,34675.5341,0.4115,291.58397,405.37486,0.67195,0.61935,0.7641,16.27458,913911.086,596.90587,1470.20269,634.03167,2.06925,738.07075,0.40468,560.35426,121.97306,2641.17209,39.99568
2999.8416,0,0.55,0,31786.231,0.3745,277.7688,397.87264,0.67878,0.61933,0.7315,15.42605,854224.9715,585.49752,1429.40929,611.68403,1.9893,728.40445,0.40256,555.01812,117.37847,2544.54676,36.95045
2999.8416,0,0.5,0,28896.967,0.3384,263.48738,390.41078,0.6858,0.61932,0.69738,14.57046,794669.3416,573.49186,1386.60032,587.76396,1.90775,718.09457,0.40086,549.4776,112.50089,2441.34541,33.84838
2999.8416,0,0.45,0,26007.2195,0.3033,248.64509,382.93218,0.6931,0.61932,0.66152,13.71878,735688.6148,560.81726,1340.58475,562.08297,1.82677,706.80726,0.40013,543.39394,107.30381,2332.73935,30.73357
2999.8416,0,0.4,0,23117.5821,0.2689,233.12006,375.34938,0.70088,0.61933,0.62362,12.85444,676509.0894,547.3535,1291.21001,534.44708,1.74406,694.50635,0.40043,536.75892,101.74357,2218.5333,27.56217
2999.8416,0,0.35,0,20227.182,0.2355,216.81913,367.80815,0.70888,0.61936,0.58325,11.97397,617234.8491,533.00759,1238.82817,504.59021,1.65854,681.16235,0.4015,529.74311,95.72636,2090.02368,24.30795
2999.8416,0,0.3,0,17337.662,0.2037,199.64515,360.54637,0.71665,0.61936,0.53994,11.06706,557876.183,517.91727,1184.74524,472.92599,1.56747,667.06003,0.40292,522.6279,89.12136,1945.18198,21.01853
2999.8416,0.05,1.05,0,58261.2786,0.8171,406.98028,484.79567,0.60448,0.61942,1.01295,23.62212,1479378.114,696.1697,1828.2152,812.77458,2.69368,817.66349,0.42597,609.56781,153.05576,3412.62971,69.26828
2999.8416,0.05,1,0,55487.1828,0.756,393.45219,471.4906,0.61698,0.61933,0.98909,22.79596,1406760.345,681.58021,1775.14834,787.92337,2.63802,806.41483,0.42719,602.10921,151.02514,3302.93388,64.60051
2999.8416,0.05,0.95,0,52713.4233,0.7036,380.85092,460.8199,0.6265,0.61932,0.96458,21.99412,1340378.716,669.48395,1731.17257,767.03344,2.57738,796.95769,0.4262,595.92392,148.45828,3212.39658,60.82392
2999.8416,0.05,0.9,0,49941.7157,0.6563,368.68929,451.60468,0.63438,0.61928,0.93948,21.20411,1277524.711,658.59258,1691.84568,747.95152,2.51361,788.38076,0.42407,590.44437,145.52691,3125.87645,57.50547
2999.8416,0.05,0.85,0,47166.0048,0.6124,356.64354,443.24518,0.64129,0.6193,0.91359,20.42078,1216755.95,648.31439,1654.87358,729.64866,2.44753,780.23352,0.42126,585.34175,142.32232,3040.11875,54.43702
2999.8416,0.05,0.8,0,44390.4914,0.5709,344.61927,435.50879,0.64751,0.61932,0.88694,19.64041,1157651.203,638.46796,1619.46087,711.88087,2.37955,772.35644,0.4181,580.47719,138.87145,2963.71004,51.56459
2999.8416,0.05,0.75,0,41616.6771,0.5315,332.51619,428.20408,0.65328,0.61931,0.85949,18.86126,1099746.461,628.89935,1584.80674,694.32915,2.30995,764.55794,0.41479,575.71978,135.19529,2893.58133,48.83181
2999.8416,0.05,0.7,0,38842.4499,0.4932,320.18592,421.07113,0.65896,0.61931,0.83111,18.06565,1041837.064,619.33044,1550.35287,676.52335,2.23695,756.70858,0.41141,571.06191,131.32069,2821.68713,46.10877
2999.8416,0.05,0.65,0,36067.1185,0.4553,307.48348,413.82867,0.66499,0.61932,0.80169,17.25833,983623.0404,609.30733,1514.18431,657.56052,2.1624,748.3625,0.40844,566.19932,127.2755,2742.73211,43.30522
2999.8416,0.05,0.6,0,33292.0046,0.4186,294.45878,406.70275,0.67102,0.61935,0.77111,16.44149,925498.2512,598.97873,1477.24619,637.79437,2.08549,739.72841,0.40559,561.30038,123.00256,2657.59332,40.48547
2999.8416,0.05,0.55,0,30517.787,0.3821,280.97387,399.39675,0.67756,0.61933,0.73929,15.60966,866934.254,587.96179,1437.82934,616.28756,2.00708,730.4104,0.40332,556.13202,118.51753,2564.26106,37.53306
2999.8416,0.05,0.5,0,27743.9038,0.3463,266.99234,392.00856,0.68448,0.61932,0.70599,14.76446,807997.4079,576.23269,1396.07738,593.00779,1.92657,720.39411,0.40151,550.73261,113.7756,2463.54414,34.47325
2999.8416,0.05,0.45,0,24969.2099,0.3113,252.46148,384.60508,0.69166,0.61932,0.67099,13.92244,749570.6575,563.83026,1351.22551,567.97928,1.84659,709.43319,0.40058,544.82666,108.72164,2357.30449,31.39495
2999.8416,0.05,0.4,0,22194.9845,0.2771,237.2682,377.10545,0.69928,0.61932,0.634,13.06966,690999.0246,550.69315,1303.09434,541.09472,1.76517,697.48726,0.40065,538.37176,103.31428,2246.0352,28.271
2999.8416,0.05,0.35,0,19420.8206,0.2437,221.30544,369.58163,0.70723,0.61933,0.59464,12.19952,632139.5499,536.66905,1251.74568,511.99482,1.68106,684.48558,0.40155,531.47461,97.47078,2122.65055,25.06203
2999.8416,0.05,0.3,0,16646.1313,0.2116,204.45519,362.24822,0.7151,0.61933,0.55236,11.30344,573062.2293,521.81923,1198.19061,480.85955,1.59207,670.59315,0.40291,524.39054,91.06151,1981.9607,21.78939
2999.8416,0.1,1.05,0,56188.0739,0.8201,408.37791,485.09178,0.60487,0.61948,1.01675,23.70626,1484856.15,696.64502,1828.72853,812.79564,2.70289,817.77348,0.42771,609.72178,153.69382,3411.18284,69.21
2999.8416,0.1,1,0,53512.9023,0.7606,395.26523,472.21749,0.61693,0.61932,0.99361,22.90052,1414121.987,682.53631,1777.42721,788.77556,2.64842,806.90321,0.4288,602.5134,151.70606,3305.41883,64.69525
2999.8416,0.1,0.95,0,50837.4414,0.7092,382.95782,461.76276,0.62624,0.61932,0.96972,22.11507,1349037.902,670.72729,1734.49375,768.4118,2.58906,797.67871,0.4278,596.46996,149.21609,3217.45307,61.00085
2999.8416,0.1,0.9,0,48163.9859,0.6626,371.04887,452.6781,0.63401,0.61929,0.94522,21.33922,1287194.305,660.04336,1695.9105,749.7331,2.52657,789.27382,0.4257,591.08669,146.3729,3133.29232,57.73782
