z [m],M_0 [-],tau [-],Nc_L [%],F_n [N],W_f [kg/s],jet_V [m/s],jet_Tt [K],jet_rho [kg/m3],jet_A [m2],jet_M [-],core_mdot [kg/s],core_Pt_i [Pa],core_Tt_i [K],core_Tt_j [K],turb_DTt_des [K],turb_rho_i [kg/m3],turb_c_i [m/s],turb_rho_e [kg/m3],turb_c_e [m/s],fan_mdot [kg/s],fan_N [rpm],fan_DTt [K]
999.744,0.1,0.3,0,20634.7673,0.2865,215.17631,380.88012,0.87459,0.61937,0.56799,14.60782,756862.1243,550.64774,1251.63601,502.25603,2.01291,684.52377,0.49922,535.07425,117.20824,2068.78124,23.57112
999.744,0.15,1.05,0,69999.7612,1.0923,421.82603,510.44939,0.73834,0.61966,1.02545,30.04874,1920947.675,729.61272,1904.96625,841.29901,3.35679,833.69241,0.52877,622.88761,193.79308,3494.04678,72.6731
999.744,0.15,1,0,66667.0577,1.0156,408.80972,497.43016,0.75245,0.61933,1.00295,29.04597,1831842.816,715.391,1854.02589,817.35237,3.28902,823.14616,0.52966,615.94043,191.32469,3388.75646,68.08673
999.744,0.15,0.95,0,63333.4277,0.9483,396.42335,486.59085,0.76367,0.61932,0.97957,28.07115,1749437.684,703.41878,1810.44249,796.83216,3.21667,813.98583,0.52824,609.91656,188.31302,3301.59951,64.28354
999.744,0.15,0.9,0,60002.0759,0.8868,384.37574,477.02093,0.77326,0.61929,0.95558,27.1158,1671151.945,692.57384,1770.39482,777.83798,3.14222,805.47066,0.52586,604.35349,184.89312,3218.96287,60.90983
999.744,0.15,0.85,0,56664.596,0.8291,372.37598,468.21943,0.78189,0.61937,0.93074,26.16518,1594948.588,682.24116,1732.28774,759.45314,3.0649,797.27069,0.52276,599.08842,181.15794,3133.9824,57.7595
999.744,0.15,0.8,0,53333.7562,0.7746,360.4689,460.09071,0.78964,0.61932,0.90533,25.21203,1520740.739,672.30115,1695.94566,741.5729,2.98491,789.35102,0.51921,594.12403,177.10391,3057.15295,54.8051
999.744,0.15,0.75,0,50000.4243,0.723,348.48073,452.48221,0.7967,0.61932,0.87901,24.25352,1447716.981,662.58791,1660.88612,723.97562,2.90156,781.63421,0.51516,589.39357,172.75785,2987.38368,51.99297
999.744,0.15,0.7,0,46667.161,0.673,336.29399,445.10143,0.80355,0.61932,0.85181,23.28201,1374957.087,652.90278,1625.99475,706.10571,2.81486,773.88629,0.51098,584.75098,168.16056,2917.24698,49.20545
999.744,0.15,0.65,0,43333.3866,0.6235,323.75851,437.63024,0.81076,0.61932,0.82363,22.2941,1301910.327,642.89603,1589.6673,687.27742,2.72622,765.72684,0.50725,579.9355,163.35702,2841.68544,46.35075
999.744,0.15,0.6,0,40000.6811,0.5747,310.84134,430.06116,0.81837,0.61933,0.79438,21.29547,1228470.942,632.45605,1551.40585,667.27576,2.63587,757.01923,0.50406,574.84972,158.32518,2759.11006,43.43973
999.744,0.15,0.55,0,36666.7494,0.5271,297.54933,422.55925,0.82608,0.61932,0.76388,20.2817,1155097.03,621.67573,1512.01393,646.3268,2.54301,747.92713,0.50113,569.65783,152.99096,2669.70532,40.50264
999.744,0.15,0.5,0,33332.6753,0.4794,283.68727,414.6994,0.83475,0.61933,0.73201,19.24264,1080283.165,609.92724,1469.18228,623.14249,2.44763,737.90006,0.49911,564.05102,147.40593,2571.14384,37.36871
999.744,0.15,0.45,0,29999.9886,0.4326,269.29759,406.78777,0.84381,0.61932,0.69854,18.19141,1005306.476,597.45939,1423.62734,598.1016,2.35064,727.09289,0.49779,558.1054,141.45821,2465.68881,34.16362
999.744,0.15,0.4,0,26666.6367,0.3869,254.28915,398.85671,0.85321,0.61932,0.66318,17.12969,930329.0367,584.22601,1375.05024,571.18896,2.25218,715.3496,0.49742,551.71378,135.07473,2354.78779,30.92351
999.744,0.15,0.35,0,23333.6392,0.3419,238.50756,390.77705,0.86326,0.61933,0.62558,16.04894,854815.1505,570.11953,1322.56456,542.04035,2.15149,702.41087,0.49841,544.6893,128.19845,2237.66649,27.61104
999.744,0.15,0.3,0,19999.812,0.2981,221.80979,382.64946,0.87376,0.61935,0.58523,14.94626,778850.5879,555.05036,1266.04713,510.30672,2.04781,688.20853,0.50071,537.06468,120.6927,2104.46139,24.20629
999.744,0.2,1.05,0,68171.7489,1.106,425.75806,511.90686,0.7386,0.61999,1.03518,30.34731,1942124.98,731.56475,1909.11218,842.71436,3.38643,834.54833,0.5336,623.6441,195.76792,3496.79071,72.78488
999.744,0.2,1,0,64928.7442,1.0303,413.13189,499.24156,0.75227,0.61942,1.01344,29.35982,1854411.455,717.72512,1859.58823,819.42802,3.31958,824.31105,0.53441,616.90306,193.32675,3394.59906,68.32736
999.744,0.2,0.95,0,61682.2209,0.9637,401.01738,488.58511,0.76325,0.61932,0.99066,28.39522,1772824.674,705.99194,1816.99095,799.38237,3.24792,815.374,0.53289,611.02288,190.38571,3309.75458,64.59206
999.744,0.2,0.9,0,58437.5184,0.9024,389.17087,479.08936,0.77273,0.6193,0.96718,27.44741,1695020.753,695.31074,1777.62701,780.76047,3.17414,807.02,0.53042,605.55045,187.06899,3229.25567,61.25609
999.744,0.2,0.85,0,55187.6211,0.8447,377.36323,470.32176,0.78132,0.61937,0.94288,26.50432,1619219.347,685.12536,1740.03176,762.70283,3.09769,798.95012,0.52729,600.34233,183.44498,3145.94839,58.13565
999.744,0.2,0.8,0,51943.2711,0.7902,365.63109,462.18971,0.78909,0.61932,0.91798,25.55826,1545308.197,675.30473,1704.06089,745.09557,3.01869,791.1322,0.52372,595.41135,179.50845,3069.61653,55.1951
999.744,0.2,0.75,0,48696.7071,0.7383,353.81455,454.55103,0.7962,0.61932,0.8922,24.60448,1472381.929,665.67766,1669.30199,727.73723,2.93612,783.49691,0.51965,590.70496,175.28632,3000.49649,52.39073
999.744,0.2,0.7,0,45450.2946,0.6881,341.81202,447.15515,0.80307,0.61932,0.86554,23.63715,1399749.868,656.07501,1634.80082,710.14687,2.85018,775.85297,0.51541,586.10098,170.81262,2931.82685,49.61782
999.744,0.2,0.65,0,42203.4107,0.6386,329.48303,439.70674,0.81023,0.61932,0.83793,22.65352,1326814.288,646.20781,1599.09235,691.69909,2.762,767.85772,0.51151,581.36177,166.13098,2858.61441,46.7885
999.744,0.2,0.6,0,38958.3809,0.5895,316.76748,432.10049,0.8179,0.61932,0.80929,21.65829,1253358.509,635.86652,1561.21728,671.98544,2.67238,759.26756,0.50823,576.31508,161.2418,2778.07503,43.88442
999.744,0.2,0.55,0,35710.662,0.5416,303.67784,424.55084,0.82567,0.61932,0.77943,20.64673,1179861.694,625.19906,1522.2547,651.38607,2.58006,750.30745,0.50521,571.15851,156.05794,2691.01899,40.9575
999.744,0.2,0.5,0,32463.7605,0.4942,290.1124,416.87844,0.83392,0.61932,0.74822,19.61748,1105740.423,613.88133,1480.97648,629.14565,2.48536,740.67757,0.50272,565.74454,150.58699,2595.06171,37.92112
999.744,0.2,0.45,0,29217.8233,0.4469,275.95299,408.89582,0.84306,0.61932,0.7155,18.56535,1030432.688,601.5841,1436.03569,604.56283,2.38857,730.05663,0.5012,559.86677,144.81846,2491.03764,34.71931
999.744,0.2,0.4,0,25971.3378,0.4006,261.19317,400.87952,0.85257,0.61932,0.68094,17.50294,955081.6926,588.49458,1388.03536,578.07059,2.29047,718.51709,0.50059,553.54737,138.63025,2380.67431,31.47737
999.744,0.2,0.35,0,22724.7588,0.355,245.69102,392.73258,0.86268,0.61933,0.64421,16.41917,879108.8044,574.57067,1336.433,549.48292,2.18967,705.85398,0.50119,546.6549,131.96226,2266.97249,28.17377
999.744,0.2,0.3,0,19478.4973,0.3105,229.3071,384.50404,0.8733,0.61934,0.60486,15.31476,802677.1317,559.72106,1280.72344,518.35846,2.08627,691.93543,0.50312,539.13228,124.69424,2139.12714,24.78415
999.744,0.25,1.05,0,66733.9767,1.1246,430.9194,513.94365,0.73876,0.62052,1.04785,30.74499,1970630.658,734.24469,1915.04311,844.81503,3.42549,835.77095,0.53983,624.69688,198.34821,3501.70278,72.99243
999.744,0.25,1,0,63559.161,1.0496,418.63743,501.58072,0.75203,0.6197,1.02679,29.76777,1883807.322,720.73683,1866.77431,822.11502,3.35922,825.81282,0.54055,618.14226,195.92413,3402.19183,68.64061
999.744,0.25,0.95,0,60381.0945,0.9832,406.81277,491.09469,0.76278,0.61934,1.00468,28.80956,1802644.125,709.20241,1824.99347,802.44958,3.28807,817.06748,0.53901,612.39037,193.01854,3319.04253,64.9651
999.744,0.25,0.9,0,57200.0896,0.9219,395.11903,481.64578,0.77216,0.61935,0.98162,27.8652,1724901.59,698.66434,1786.27527,784.17522,3.21445,808.86904,0.53639,607.00615,189.79797,3240.45824,61.64953
999.744,0.25,0.85,0,54023.1764,0.864,383.50183,472.89684,0.78071,0.61937,0.95786,26.92504,1649247.37,688.62207,1749.18573,766.45188,3.13863,800.93022,0.53317,601.85382,186.27756,3159.18265,58.55967
999.744,0.25,0.8,0,50847.71,0.8091,371.91967,464.73164,0.78851,0.61932,0.93344,25.98147,1575251.057,678.90109,1713.52074,749.09872,3.0602,793.20338,0.52953,596.94487,182.45599,3083.42649,55.62866
999.744,0.25,0.75,0,47669.6322,0.7567,360.24707,457.03038,0.7957,0.61932,0.90815,25.02849,1502089.271,669.34178,1678.97621,731.953,2.9781,785.63404,0.5254,592.24711,178.35526,3014.79052,52.82358
999.744,0.25,0.7,0,44491.5682,0.7061,348.39887,449.58263,0.80264,0.61932,0.88199,24.062,1429213.652,659.79443,1644.72148,714.59267,2.89262,778.0631,0.52107,587.65538,174.00293,2947.44287,50.0564
999.744,0.25,0.65,0,41317.1127,0.6563,336.27305,442.13813,0.80976,0.61929,0.85496,23.07801,1356135.966,650.05521,1609.61863,696.52267,2.80457,770.23014,0.51696,582.99151,169.43859,2876.6034,47.2496
999.744,0.25,0.6,0,38137.2112,0.6066,323.71132,434.46226,0.8175,0.61931,0.82684,22.08073,1282253.405,639.77842,1572.07765,677.06395,2.7151,761.74777,0.51353,577.98021,164.68617,2797.86346,44.33813
999.744,0.25,0.55,0,34957.4957,0.558,310.79288,426.8146,0.8254,0.61932,0.79757,21.06688,1208247.469,629.16983,1533.34322,656.71121,2.62302,752.87543,0.51039,572.83187,159.65455,2712.9574,41.40407
999.744,0.25,0.5,0,31779.4427,0.5104,297.46642,419.19858,0.83347,0.61932,0.76699,20.03939,1134121.115,618.12797,1493.07035,635.14558,2.52851,743.5169,0.50755,567.52948,154.3122,2619.63029,38.42336
999.744,0.25,0.45,0,28601.5163,0.4628,283.56004,411.27366,0.84241,0.61932,0.73494,18.98735,1058735.08,606.15894,1449.3479,611.33015,2.43164,733.22243,0.50558,561.80652,148.68493,2517.30134,35.27034
999.744,0.25,0.4,0,25423.4463,0.4157,269.02252,403.13131,0.85208,0.61932,0.70115,17.92101,982707.2436,593.18232,1401.72171,585.19174,2.33371,721.837,0.50475,555.51837,142.69353,2407.90505,32.01816
999.744,0.25,0.35,0,22245.5082,0.3694,253.78312,394.889,0.86228,0.61933,0.66528,16.8308,906001.7482,579.40465,1350.85045,557.08069,2.23257,709.41866,0.50495,548.73694,136.23364,2295.90971,28.7129
999.744,0.25,0.3,0,19067.8348,0.3241,237.69103,386.53125,0.87306,0.61934,0.62689,15.71951,828754.5419,564.72833,1295.86137,526.51007,2.12888,695.75283,0.50649,541.30671,129.20456,2173.03848,25.32871
999.744,0.3,1.05,0,65673.7981,1.1486,437.27522,516.58044,0.73878,0.62138,1.06333,31.24619,2006839.684,737.67685,1922.85881,847.64656,3.47425,837.37947,0.54747,626.05781,201.55307,3508.9153,73.29747
999.744,0.3,1,0,62548.9618,1.0738,425.30327,504.46652,0.75171,0.62028,1.04293,30.27426,1920409.94,724.44696,1875.65265,825.44761,3.40829,827.66331,0.54813,619.66481,199.13752,3411.68578,69.03345
999.744,0.3,0.95,0,59420.5568,1.0072,413.76051,494.15242,0.76222,0.61958,1.02148,29.31933,1839341.305,713.08185,1834.57901,806.09432,3.33748,819.0914,0.5466,614.03416,196.2422,3329.78921,65.41046
999.744,0.3,0.9,0,56294.2987,0.9455,402.2984,484.76244,0.77151,0.61934,0.99904,28.3736,1761445.205,702.68482,1796.47315,788.13827,3.26392,811.04424,0.54387,608.74278,193.07219,3253.09042,62.12746
999.744,0.3,0.85,0,53164.2244,0.8871,390.80141,475.98016,0.78003,0.61937,0.97568,27.43155,1685331.151,692.7333,1759.7554,770.68156,3.18803,803.20939,0.54049,603.62884,189.65334,3173.60203,59.04334
999.744,0.3,0.8,0,50042.4663,0.8316,379.36883,467.7777,0.78785,0.61927,0.95175,26.48752,1611066.032,683.11954,1724.41435,753.59966,3.11001,795.58069,0.53675,598.74446,185.93495,3098.51005,56.11925
999.744,0.3,0.75,0,46911.6617,0.7784,367.78772,459.96792,0.79516,0.61932,0.92685,25.53024,1537208.202,673.60007,1689.96672,736.62862,3.02791,788.05645,0.5325,594.03407,181.95695,3030.24145,53.30292
999.744,0.3,0.7,0,43784.5599,0.727,356.06801,452.43792,0.80217,0.61932,0.90116,24.56074,1463761.82,664.09197,1655.87395,719.47513,2.94259,780.54176,0.52803,589.43863,177.72348,2964.08734,50.53434
999.744,0.3,0.65,0,40659.7984,0.6767,344.09127,444.96075,0.80928,0.61929,0.87459,23.57083,1390103.583,654.44886,1621.30423,701.74891,2.8541,772.85439,0.52366,584.84044,173.26963,2895.28365,47.73523
999.744,0.3,0.6,0,37531.4266,0.6263,331.68569,437.20916,0.81708,0.61931,0.847,22.56749,1315536.549,644.22902,1584.1144,682.54896,2.76441,764.48608,0.52,579.87034,168.64833,2818.45856,44.81744
999.744,0.3,0.55,0,34401.8536,0.5767,318.91232,429.43305,0.82515,0.61932,0.81829,21.54773,1240709.52,633.65131,1545.48881,662.38697,2.67233,755.67714,0.51673,574.71333,163.76678,2735.50692,41.86552
999.744,0.3,0.5,0,31274.4438,0.5284,305.76541,421.74033,0.83327,0.61932,0.7883,20.51568,1165935.942,622.7423,1505.59272,641.20038,2.57782,746.44747,0.51367,569.42561,158.57089,2644.7468,38.89846
999.744,0.3,0.45,0,28146.9133,0.4806,292.10747,413.91726,0.84189,0.61932,0.75687,19.46345,1090460.095,611.13635,1463.23237,618.25993,2.48074,736.51201,0.51115,563.86528,153.06355,2544.77247,35.81698
999.744,0.3,0.4,0,25019.1338,0.4327,277.79193,405.70611,0.85158,0.61932,0.7238,18.38984,1013677.077,598.36676,1416.36656,592.65946,2.38236,725.36831,0.50993,557.67128,147.24719,2436.35416,32.57067
999.744,0.3,0.35,0,21892.1103,0.3854,262.79406,397.34377,0.86189,0.61932,0.68875,17.29019,935967.713,584.70595,1366.07836,564.95679,2.28071,713.16768,0.50971,550.97672,140.99372,2325.04504,29.25479
999.744,0.3,0.3,0,18764.8917,0.339,246.97161,388.83003,0.87286,0.61933,0.6513,16.16707,857552.2569,570.15339,1311.70094,534.87767,2.17626,699.72037,0.51084,543.62527,134.20407,2206.51983,25.86624
999.744,0.35,1.05,0,64950.5227,1.1773,444.66275,519.6862,0.73882,0.62266,1.08133,31.84483,2050180.597,741.72489,1932.06312,850.99374,3.53238,839.27087,0.5566,627.65357,205.38456,3517.4643,73.65861
999.744,0.35,1,0,61859.4592,1.1024,432.98111,507.80546,0.7514,0.62126,1.06156,30.8744,1963794.524,728.75194,1885.84899,829.25033,3.46644,829.78217,0.55716,621.41722,202.96311,3422.33467,69.47312
999.744,0.35,0.95,0,58766.2303,1.0354,421.70473,497.62633,0.76172,0.62019,1.04076,29.91765,1882417.664,717.53451,1845.41261,810.18143,3.39559,821.37242,0.55561,615.89809,200.06659,3341.64491,65.89425
999.744,0.35,0.9,0,55674.1059,0.973,410.49843,488.32345,0.77086,0.61953,1.01899,28.96827,1804016.284,707.24178,1807.77197,792.43584,3.32192,813.44776,0.55286,610.69336,196.89448,3265.95705,62.64019
999.744,0.35,0.85,0,52580.4614,0.9138,399.19408,479.5601,0.77931,0.61932,0.99619,28.02212,1727480.036,697.4151,1771.49803,775.25581,3.24611,805.73298,0.5494,605.64003,193.52417,3188.32024,59.57259
999.744,0.35,0.8,0,49489.6765,0.8574,387.83109,471.26343,0.78718,0.61929,0.97258,27.07137,1652263.658,687.85607,1736.36199,758.39531,3.16759,798.17856,0.54543,600.76065,189.91806,3114.07745,56.64174
999.744,0.35,0.75,0,46394.7615,0.8033,376.35481,463.35135,0.79458,0.61932,0.94811,26.10752,1577576.235,678.39287,1702.05001,741.62653,3.08537,790.71306,0.54102,596.04247,186.05237,3046.29527,53.81763
999.744,0.35,0.7,0,43301.9607,0.7509,364.73731,455.71197,0.80169,0.61932,0.92283,25.13165,1503264.397,668.91747,1668.03185,724.66198,2.99998,783.23689,0.5364,591.42461,181.93384,2981.22894,51.04222
999.744,0.35,0.65,0,40209.8134,0.6997,352.87476,448.16256,0.80882,0.61931,0.89667,24.13152,1428630.117,659.33535,1633.86264,707.22439,2.91066,775.66382,0.53171,586.87059,177.5897,2914.02408,48.23841
999.744,0.35,0.6,0,37115.6757,0.6484,340.60543,440.33749,0.81666,0.61932,0.86956,23.11696,1353128.04,649.18053,1597.13793,688.3356,2.82022,767.43661,0.52775,581.96133,173.08698,2839.21172,45.31398
999.744,0.35,0.55,0,34024.2823,0.5978,327.97829,432.43304,0.82486,0.61932,0.84141,22.08947,1277225.081,638.6306,1558.58346,668.3469,2.72786,758.68475,0.52428,576.79004,168.35384,2758.3044,42.34992
999.744,0.35,0.5,0,30929.7387,0.5484,314.97558,424.62231,0.8331,0.61932,0.81197,21.04645,1201414.812,627.7946,1518.99989,647.48405,2.63281,749.57176,0.52097,571.51779,163.30237,2669.89081,39.3741
999.744,0.35,0.45,0,27836.6696,0.4998,301.51073,416.76245,0.84165,0.61932,0.78113,19.98634,1125147.725,616.38769,1477.35768,625.10478,2.53518,739.84595,0.51805,566.02346,157.93503,2572.63585,36.32119
999.744,0.35,0.4,0,24743.6637,0.4514,287.44068,408.61701,0.85104,0.61932,0.74871,18.908,1047911.608,603.99729,1431.8348,600.36321,2.43622,729.07469,0.51618,559.99898,152.25372,2465.91071,33.13193
999.744,0.35,0.35,0,21650.7923,0.4031,272.66628,400.13966,0.86143,0.61931,0.71444,17.79799,969095.2643,590.47648,1382.10052,573.08757,2.33405,717.09154,0.51554,553.37615,146.19805,2354.49127,29.80785
999.744,0.35,0.3,0,18558.0138,0.3554,257.09699,391.46306,0.87257,0.61933,0.67789,16.65931,889241.4991,576.02125,1328.29792,543.4629,2.22848,703.85614,0.5162,546.10425,139.64538,2239.50867,26.40866
999.744,0.4,1.05,0,64579.6044,1.2119,453.13432,523.38563,0.73873,0.62449,1.10187,32.55294,2101754.633,746.5016,1943.11761,855.02751,3.60064,841.53778,0.5672,629.55583,209.87843,3528.04997,74.10809
999.744,0.4,1,0,61506.6504,1.1364,441.71214,511.68663,0.75102,0.62277,1.08271,31.57994,2014974.698,733.74871,1897.7063,833.68549,3.53456,832.23732,0.56771,623.44331,207.44567,3434.83029,69.99093
999.744,0.4,0.95,0,58430.8335,1.0684,430.67103,501.60695,0.76116,0.62132,1.06253,30.61634,1932826.672,722.64194,1857.78771,814.8488,3.4633,823.96815,0.56613,618.02039,204.53599,3355.13813,66.44482
999.744,0.4,0.9,0,55355.9978,1.005,419.69849,492.37018,0.77017,0.62022,1.04139,29.65848,1853505.582,712.42444,1820.5382,797.26816,3.38911,816.15479,0.56334,612.89714,201.3461,3280.25758,63.21074
999.744,0.4,0.85,0,52280.2253,0.9448,408.63432,483.65057,0.77853,0.61952,1.01926,28.70403,1776028.979,702.67316,1784.56063,780.24145,3.31291,808.53022,0.55986,607.90328,197.95588,3203.63639,60.15897
999.744,0.4,0.8,0,49205.0395,0.8872,397.38487,475.27858,0.78643,0.61932,0.99609,27.74324,1699652.183,693.1655,1749.55088,763.54817,3.23388,801.03469,0.55573,603.02714,194.41301,3130.42081,57.22472
999.744,0.4,0.75,0,46130.0537,0.8318,385.99897,467.25605,0.79391,0.61932,0.97201,26.76969,1623912.004,683.76477,1715.3847,746.99554,3.1513,793.63453,0.55112,598.30184,190.64943,3063.13018,54.38777
999.744,0.4,0.7,0,43054.9354,0.7782,374.45921,459.48635,0.80112,0.61932,0.94711,25.78335,1548409.482,674.31647,1681.40629,730.215,3.0655,786.19302,0.54628,593.65479,186.64073,2999.06275,51.60064
999.744,0.4,0.65,0,39980.5749,0.7258,362.69252,451.83039,0.80831,0.6193,0.92134,24.76918,1472477.276,664.77711,1647.51031,713.03259,2.97514,778.70551,0.54127,589.11922,182.4035,2933.19687,48.78582
999.744,0.4,0.6,0,36903.8386,0.6735,350.53385,443.92265,0.81615,0.61932,0.89465,23.73962,1395696.28,654.68642,1611.24079,694.46066,2.88348,770.61734,0.53693,584.26648,178.01291,2860.4879,45.85556
999.744,0.4,0.55,0,33830.0266,0.6216,338.01932,435.89143,0.82445,0.61932,0.86697,22.69879,1318438.706,644.16441,1572.88615,674.68666,2.79028,761.95438,0.53315,579.1093,173.41082,2781.37772,42.87057
999.744,0.4,0.5,0,30753.2144,0.5709,325.13553,427.92416,0.83284,0.61932,0.83804,21.64085,1241198.835,633.35717,1533.43006,654.05517,2.6944,752.91794,0.52957,573.82698,168.50697,2695.23349,39.87553
999.744,0.4,0.45,0,27677.8014,0.5212,311.83108,419.9848,0.84138,0.61932,0.80775,20.56801,1163744.376,622.09827,1492.32585,632.15027,2.59584,743.36483,0.52624,568.3725,163.27807,2600.67601,36.83693
999.744,0.4,0.4,0,24602.4746,0.4719,297.96366,411.83091,0.8506,0.61932,0.77593,19.47821,1085526.176,609.99259,1447.83007,608.12324,2.49578,732.88477,0.52377,562.46699,157.73484,2496.79887,33.68304
999.744,0.4,0.35,0,21527.4939,0.4226,283.4198,403.3384,0.86081,0.61931,0.74236,18.35961,1005802.289,596.75426,1399.07691,581.53456,2.39307,721.21983,0.52252,555.9643,151.8426,2385.05296,30.38943
999.744,0.4,0.3,0,18452.0993,0.3736,268.08501,394.51323,0.87206,0.61932,0.70666,17.20313,924328.8654,582.40228,1345.87224,552.3575,2.28616,708.21282,0.52264,548.7822,145.51374,2272.50834,26.97751
999.744,0.45,1.05,0,64552.3093,1.2526,462.6229,527.65963,0.73853,0.62698,1.12481,33.37354,2161846.563,751.98794,1955.96135,859.73369,3.67927,844.16562,0.57933,631.75007,215.06107,3540.62147,74.64415
999.744,0.45,1,0,61479.9538,1.1759,451.42506,516.09601,0.75058,0.62493,1.10621,32.39426,2074245.151,739.42006,1911.15925,838.72181,3.61292,835.01255,0.57983,625.73135,212.60814,3449.03683,70.58183
999.744,0.45,0.95,0,58405.4755,1.1067,440.59451,506.08782,0.76057,0.6231,1.08661,31.41931,1990911.491,728.39598,1871.66322,820.07786,3.54094,826.86622,0.5782,620.39209,209.67381,3370.18819,67.05983
999.744,0.45,0.9,0,55331.9913,1.042,429.8397,496.92484,0.76943,0.62156,1.06606,30.45008,1910389.71,718.2408,1834.7653,802.6394,3.46604,819.16095,0.57539,615.3484,206.44784,3295.92098,63.8433
999.744,0.45,0.85,0,52257.3892,0.9803,418.98865,488.20626,0.77772,0.62035,1.04457,29.48092,1831459.201,708.52411,1798.9988,785.71218,3.38889,811.61054,0.57183,610.40752,203.02347,3220.1604,60.79467
999.744,0.45,0.8,0,49184.1138,0.9212,407.96168,479.83285,0.78558,0.61957,1.02207,28.50785,1753723.424,699.06445,1764.06619,769.09711,3.3093,804.16389,0.5677,605.55351,199.44384,3147.33939,57.86486
999.744,0.45,0.75,0,46109.8968,0.8643,396.68934,471.70649,0.79312,0.61932,0.99845,27.52033,1676486.019,689.6946,1729.88646,752.66382,3.22605,796.79722,0.56294,600.80833,195.72662,3080.45103,55.01446
999.744,0.45,0.7,0,43037.2188,0.8092,385.20822,463.78992,0.80043,0.61931,0.97389,26.51843,1599500.297,680.28017,1695.97548,736.08486,3.13944,789.40296,0.55784,596.1378,191.82152,3017.32516,52.21032
999.744,0.45,0.65,0,39963.1917,0.7553,373.49954,455.99132,0.80771,0.6193,0.94846,25.48729,1521869.877,670.76046,1662.18572,719.11112,3.04779,781.96543,0.55246,591.58596,187.68999,2952.67046,49.37861
999.744,0.45,0.6,0,36887.9538,0.7016,361.42985,447.98492,0.81556,0.61932,0.92213,24.43796,1443475.722,660.72753,1626.3549,700.8577,2.95448,774.00978,0.54767,586.78564,183.40271,2881.89639,46.43907
999.744,0.45,0.55,0,33816.1892,0.6482,349.00886,439.82144,0.82393,0.61931,0.89488,23.37876,1364592.407,650.23779,1588.24612,681.3174,2.86003,765.448,0.54351,581.65222,178.92305,2804.5428,43.43289
999.744,0.45,0.5,0,30739.9608,0.596,336.21539,431.68117,0.83246,0.61932,0.86641,22.30188,1285531.316,639.4305,1548.86333,660.87933,2.76283,756.47796,0.5396,576.35672,174.15925,2720.4407,40.40918
999.744,0.45,0.45,0,27665.8329,0.5449,323.03742,423.6195,0.84105,0.61932,0.83662,21.21304,1206543.291,628.27965,1508.03785,639.32886,2.66327,747.04305,0.53587,570.90147,169.06767,2628.48944,37.37158
999.744,0.45,0.4,0,24591.8409,0.4945,309.34125,415.42549,0.85013,0.61932,0.80535,20.10504,1126893.209,616.40032,1464.50701,615.97457,2.56139,736.83854,0.53275,565.11073,163.6555,2527.50931,34.24078
999.744,0.45,0.35,0,21517.7836,0.4441,294.99919,406.91599,0.86014,0.61932,0.7724,18.97482,1046039.453,603.45314,1416.72047,590.10964,2.45781,725.47887,0.53083,558.71142,157.91193,2417.36789,30.98264
999.744,0.45,0.3,0,18443.6486,0.3937,279.88708,397.99428,0.87134,0.61933,0.73747,17.80022,962930.0618,589.2715,1364.30672,561.4911,2.34945,712.7584,0.53028,551.64305,151.78199,2305.84616,27.57369
999.744,0.5,1.05,0,64863.5624,1.2997,473.06482,532.50221,0.73824,0.63026,1.14999,34.31058,2230840.856,758.16825,1970.58692,865.09909,3.76852,847.15036,0.59304,634.23498,220.96197,3555.07245,75.26309
999.744,0.5,1,0,61776.1701,1.2214,462.06459,521.03805,0.75008,0.62786,1.13192,33.32239,2142067.514,745.76337,1926.22689,844.35959,3.70187,838.11223,0.59355,628.28338,218.48076,3464.92268,71.24567
999.744,0.5,0.95,0,58687.0419,1.1505,451.41896,511.0715,0.75993,0.62565,1.11286,32.33205,2057145.042,734.79809,1887.03917,825.86916,3.62893,830.06252,0.59189,623.00966,215.5112,3386.79265,67.74006
999.744,0.5,0.9,0,55598.0119,1.0841,440.8505,501.93375,0.76869,0.62367,1.09287,31.34538,1974904.643,724.67047,1850.38731,808.52649,3.55285,822.44757,0.589,618.03124,212.23797,3313.016,64.52796
999.744,0.5,0.85,0,52509.2038,1.0207,430.19893,493.22886,0.77689,0.62195,1.07197,30.35782,1894211.866,714.97435,1814.82541,791.67913,3.47444,814.9734,0.58537,613.14974,208.75956,3237.94128,61.48142
999.744,0.5,0.8,0,49420.7482,0.9597,419.37019,484.83912,0.78471,0.6206,1.05009,29.36741,1814697.701,705.53155,1779.91351,775.10037,3.39387,807.56397,0.58121,608.3164,205.12346,3165.36438,58.54861
999.744,0.5,0.75,0,46332.3442,0.9009,408.30598,476.67138,0.79224,0.6197,1.02715,28.36331,1735668.773,696.17936,1745.60093,758.67186,3.30987,800.20734,0.57647,603.55765,201.34948,3098.43345,55.6924
999.744,0.5,0.7,0,43243.3418,0.8439,396.94129,468.64499,0.79961,0.61933,1.00306,27.34208,1656756.924,686.7868,1711.62524,742.19069,3.22209,792.83822,0.57118,598.86145,197.45926,3035.84055,52.87186
999.744,0.5,0.65,0,40154.8296,0.7883,385.26745,460.66991,0.80701,0.61932,0.97793,26.29038,1577164.201,677.27274,1677.80705,725.39129,3.12912,785.42344,0.56546,594.26698,193.43064,2972.23845,50.01752
