t_source [s],X [m],Y [m],Z [m],V [m/s],M_0 [-],F_n [N],TS [-],c_0 [m/s],T_0 [K],p_0 [Pa],rho_0 [kg/m3],mu_0 [kg/ms],I_0 [kg/m2s],alpha [deg],gamma [deg],Airframe LG [-],Airframe delta_f [deg]
101.88,9143.858861,0,931.7383472,108.5713013,0.316882792,38260.30596,0.6112,342.6229002,292.1614031,90825.22551,1.083182764,1.81E-05,371.6848502,13.27000001,4.053544764,0,10
102.88,9252.29822,0,939.4517802,108.5746678,0.31691824,38232.94934,0.6112,342.5952,292.114164,90736.18711,1.0822959,1.81E-05,371.3795436,13.26908801,4.066352022,0,10
103.88,9360.62692,0,947.1327402,108.6241483,0.31709088,38204.88546,0.6112,342.56472,292.0621887,90720.0426,1.0822959,1.81E-05,371.0755228,13.260912,4.050912014,0,10
104.88,9469.01102,0,954.786,108.6549847,0.31720912,38176.86167,0.6112,342.53424,292.0102181,90703.89952,1.0822959,1.81E-05,370.7725987,13.26091201,4.039088001,0,10
105.88,9577.42838,0,962.4337002,108.7075695,0.31739088,38148.97264,0.6112,342.50376,291.958252,90687.75788,1.0822959,1.81E-05,370.4698941,13.26908801,4.020912001,0,10
106.88,9685.879,0,970.05648,108.7383896,0.31750912,38121.11065,0.6112,342.47328,291.9062906,90671.61769,1.0822959,1.81E-05,370.168176,13.27000001,4.010000004,0,10
107.88,9794.38502,0,977.6737002,108.7909542,0.31769088,38093.36989,0.6112,342.4428,291.8543338,90616.10937,1.081825874,1.81E-05,369.8666784,13.27000001,4,0,10
108.88,9902.92708,0,985.266,108.8217579,0.31780912,38065.65617,0.6112,342.41232,291.8023816,90247.09171,1.077612136,1.81E-05,369.5661672,13.27000001,3.990911998,0,10
109.88,10011.52454,0,992.8527402,108.8743023,0.31799088,38038.07721,0.6112,342.38184,291.7504341,90191.66662,1.07714211,1.81E-05,369.2658754,13.27000001,3.989087989,0,10
110.88,10120.15526,0,1000.41178,108.9019675,0.3181,38010.63299,0.6112,342.35136,291.6984911,90175.609,1.07714211,1.81E-05,368.9666807,13.26544,3.980911994,0,10
111.88,10228.81924,0,1007.9459,108.9296258,0.31820912,37983.18878,0.6112,342.32088,291.6465528,90159.5528,1.07714211,1.81E-05,368.6684714,13.227296,3.978175982,0,10
112.88,10337.53862,0,1015.496601,108.9852631,0.3184,37955.65039,0.6112,342.2904,291.5946191,90143.49804,1.07714211,1.81E-05,368.3696069,13.249088,3.959999974,0,10
113.88,10446.29126,0,1023.00024,109.0417745,0.31859088,37928.35445,0.6112,342.2626998,291.5474258,90089.58034,1.076672084,1.81E-05,368.0726048,13.26817601,3.941824027,0,10
114.88,10555.07716,0,1030.49832,109.0773505,0.3187,37901.19326,0.6112,342.2571402,291.5379543,89734.08423,1.072458346,1.81E-05,367.7758221,13.27000001,3.939088025,0,10
115.88,10663.91846,0,1037.99362,109.1058664,0.31880912,37873.93789,0.6112,342.22944,291.4907656,89680.23781,1.07198832,1.81E-05,367.47915,13.27000001,3.930000014,0,10
116.88,10772.79302,0,1045.464,109.1583471,0.31899088,37846.79023,0.6112,342.19896,291.4388459,89664.26413,1.07198832,1.81E-05,367.1834641,13.26544,3.921824013,0,10
117.88,10881.70084,0,1052.9316,109.1890824,0.31910912,37819.65609,0.6112,342.16848,291.3869307,89648.29187,1.07198832,1.81E-05,366.8878889,13.227296,3.927264012,0,10
118.88,10990.66406,0,1060.393641,109.2415428,0.31929088,37792.53547,0.6112,342.138,291.3350202,89632.32103,1.07198832,1.81E-05,366.5925328,13.249088,3.91000001,0,10
119.88,11099.66332,0,1067.80862,109.2722617,0.31940912,37765.53607,0.6112,342.10752,291.2831142,89577.05912,1.071518294,1.81E-05,366.2990402,13.26817601,3.891824006,0,10
120.88,11208.7152,0,1075.24018,109.324702,0.31959088,37738.55021,0.6112,342.07704,291.2312129,89208.90153,1.067304556,1.81E-05,366.0048906,13.26544,3.890000006,0,10
121.88,11317.7782,0,1082.6496,109.3522851,0.3197,37711.56434,0.6112,342.04656,291.1793162,89153.72274,1.06683453,1.81E-05,365.7116177,13.227296,3.888176001,0,10
122.88,11426.8966,0,1090.05346,109.3798614,0.31980912,37684.60551,0.6112,342.01608,291.1274241,89137.83436,1.06683453,1.81E-05,365.4185649,13.249088,3.870911994,0,10
123.88,11536.07318,0,1097.42962,109.4322729,0.31999088,37657.90267,0.6112,341.9856,291.0755367,89121.94739,1.06683453,1.81E-05,365.1266082,13.26908802,3.859999997,0,10
124.88,11645.28302,0,1104.78086,109.4629523,0.32010912,37631.37515,0.6112,341.95512,291.0236539,89106.06182,1.06683453,1.81E-05,364.8356378,13.27452801,3.850911995,0,10
125.88,11754.52334,0,1112.15146,109.5153436,0.32029088,37605.07656,0.6112,341.92464,290.9717757,89090.17768,1.06683453,1.80E-05,364.5439019,13.236384,3.849087986,0,10
126.88,11863.79692,0,1119.49714,109.5468974,0.32040912,37578.58961,0.6112,341.8969398,290.9246328,89036.49905,1.066364504,1.80E-05,364.2531514,13.25000001,3.839999988,0,10
127.88,11973.12868,0,1126.81512,109.6072584,0.32059088,37552.31806,0.6112,341.8913802,290.9151714,88681.78721,1.062150766,1.80E-05,363.9634983,13.263616,3.831823989,0,10
128.88,12082.51584,0,1134.13032,109.635682,0.3207,37526.07356,0.6112,341.86368,290.8680332,88628.17977,1.06168074,1.80E-05,363.6739543,13.227296,3.837263987,0,10
129.88,12150.33933,0,1138.665744,109.6508161,0.320762,37509.80198,0.6112,341.8447824,290.8358767,88618.3816,1.06168074,1.80E-05,363.494437,13.23859998,3.827599974,0,10
