t_source [s],f50,f63,f80,f100,f125,f160,f200,f250,f315,f400,f500,f630,f800,f1000,f1250,f1600,f2000,f2500,f3150,f4000,f5000,f6300,f8000,f10000
33.05,5.012732395,5.521464789,6.089183099,6.656901409,7.274619718,8.011323944,8.730647888,9.506760564,10.35490141,11.27363381,12.13160563,13.0211831,13.95059155,14.7811831,15.52101408,16.29228169,16.94414085,17.546,18.11828169,18.64115493,19.08343662,19.48470423,19.72087324,19.73
33.25,5.042253521,5.55943662,6.136056338,6.712676057,7.339295775,8.085352113,8.815492958,9.59859155,10.45281691,11.38,12.23887324,13.13126761,14.05830986,14.89126761,15.6259155,16.38873239,17.03450705,17.63028169,18.19366197,18.71,19.14338028,19.53619719,19.72492958,19.73
33.45,5.071774648,5.597408451,6.182929578,6.768450704,7.403971831,8.159380282,8.900338028,9.690422536,10.5507324,11.48636619,12.34614084,13.24135211,14.16602816,15.00135211,15.73081691,16.4851831,17.12487324,17.71456338,18.26904226,18.77884507,19.20332394,19.58769014,19.72898592,19.73
33.65,5.10028169,5.633478874,6.226676057,6.820760563,7.46484507,8.228929577,8.979267606,9.775323944,10.64138028,11.58369014,12.44457746,13.34171831,14.26457746,15.10171831,15.82566198,16.57335211,17.20640845,17.79035211,18.33626761,18.84021127,19.25701409,19.62671831,19.73,19.73
33.85,5.128450705,5.668915493,6.269380282,6.871915493,7.524450705,8.296985916,9.056225352,9.857915493,10.72960564,11.678,12.54007042,13.43884507,14.36007042,15.19884507,15.91715493,16.65876056,17.28500001,17.86330986,18.40077465,18.89908451,19.30861972,19.66159155,19.73,19.73
34.05,5.156367852,5.703691256,6.31124466,6.921980598,7.582716538,8.363682476,9.13100588,9.938310117,10.81563352,11.76929522,12.63270776,13.53270776,14.45268859,15.29247776,16.00538436,16.74126265,17.36075672,17.93320331,18.46269737,18.95514397,19.35782057,19.69047521,19.73,19.73
34.25,5.183529401,5.736484448,6.350589495,6.968776232,7.63696297,8.426299707,9.199254754,10.01211397,10.89506902,11.85154654,12.71677823,13.61677823,14.53668239,15.37562823,16.08382319,16.81504566,17.42800893,17.99390388,18.51686714,19.00276209,19.39980705,19.70139014,19.73,19.73
34.27,5.186245556,5.739763768,6.354523979,6.973455795,7.642387613,8.43256143,9.206079641,10.01949435,10.90301256,11.85977167,12.72518527,13.62518527,14.54508177,15.38394327,16.09166707,16.82242396,17.43473415,17.99997393,18.52228411,19.0075239,19.40400569,19.70248163,19.73,19.73
35.27,5.316966465,5.898603976,6.548404728,7.199639901,7.900875075,8.731463009,9.532505761,10.37227494,11.28272293,12.25294692,13.12313935,14.02254459,14.94127101,15.77378659,16.46150184,17.16257232,17.75009515,18.2802944,18.77781722,19.22742171,19.59102611,19.72758597,19.73,19.73
36.27,5.442018402,6.051597324,6.726335036,7.405913958,8.13549288,8.998826264,9.822477225,10.68319464,11.61200439,12.59086589,13.46570711,14.36086589,15.27684561,16.10977914,16.77721494,17.45649752,18.01691859,18.52218088,18.99260195,19.41410979,19.70602042,19.73,19.73,19.73
37.27,5.559457719,6.195741958,6.894807577,7.601091817,8.358268197,9.246086697,10.08609181,10.9707842,11.9098447,12.8910867,13.76954732,14.6610867,15.5788476,16.40167634,17.05983957,17.71355534,18.2472711,18.72944748,19.17316324,19.57205606,19.72870552,19.73,19.73,19.73
38.27,5.672457465,6.328468581,7.058636514,7.78549288,8.566902814,9.47306918,10.33463436,11.2285283,12.1779763,13.1667343,14.04133548,14.9367343,15.84377186,16.66392711,17.30556586,17.93955475,18.45354364,18.91128845,19.33527733,19.68930899,19.73,19.73,19.73,19.73
39.27,5.783148021,6.459172711,7.208468584,7.960745371,8.757557243,9.683581933,10.56028885,11.46710072,12.42469977,13.41356273,14.29142859,15.18221577,16.0778879,16.8954039,17.53018389,18.14188512,18.63586043,19.0726915,19.47552977,19.72643144,19.73,19.73,19.73,19.73
40.27,5.883108845,6.575224405,7.352978809,8.123432719,8.934283377,9.876398937,10.76537244,11.68499859,12.65397209,13.63647899,14.50772099,15.39584384,16.29312144,17.09560544,17.73288303,18.31639353,18.79427796,19.21382406,19.59482765,19.73,19.73,19.73,19.73,19.73
41.27,5.955762366,6.663488282,7.452351239,8.235041719,9.058851746,10.01657767,10.91152473,11.83544063,12.80926814,13.79430358,14.66430358,15.54544063,16.43657767,17.23657767,17.86771471,18.44276763,18.90504172,19.31235123,19.68348828,19.73,19.73,19.73,19.73,19.73
42.27,5.970496112,6.68089845,7.47089845,8.252251718,9.081621972,10.04162197,10.94099222,11.86202431,12.83337758,13.82202431,14.69202431,15.57202431,16.46202431,17.26202431,17.89202431,18.46265406,18.92225172,19.33089845,19.70049612,19.73,19.73,19.73,19.73,19.73
43.27,5.975618479,6.689295239,7.479295239,8.260327324,9.090327324,10.05123696,10.95123696,11.87400408,12.84503617,13.83491372,14.70400408,15.58491372,16.47400408,17.27400408,17.90400408,18.47400408,18.93032732,19.33929523,19.70561848,19.73,19.73,19.73,19.73,19.73
44.27,5.995522535,6.714875295,7.506117295,8.293056394,9.124298394,10.08980307,10.99104507,11.91365115,12.89039783,13.8802054,14.74365115,15.6302054,16.51345873,17.31345873,17.94345873,18.51202431,18.96286397,19.36592487,19.7226537,19.73,19.73,19.73,19.73,19.73
45.27,6.023763325,6.745470056,7.544927774,8.337001859,9.175759859,10.13736921,11.04612721,11.96886603,12.94853366,13.93612721,14.79886603,15.68612721,16.56645958,17.36645958,17.99645958,18.55529512,19.00459541,19.40252132,19.72933527,19.73,19.73,19.73,19.73,19.73
46.27,6.056778458,6.781476772,7.586953137,8.38590356,9.227127817,10.19260418,11.10260418,12.0315546,13.0115546,13.99382844,14.8615546,15.74260418,16.62260418,17.42260418,18.05260418,18.6024295,19.04695314,19.43800271,19.73,19.73,19.73,19.73,19.73,19.73
47.27,6.089648812,6.820083723,7.629541441,8.430783441,9.279930869,10.24988539,11.16063059,12.09063059,13.07112739,14.05853602,14.92063059,15.79988539,16.67988539,17.47938859,18.10938859,18.65073796,19.08954144,19.47829944,19.73,19.73,19.73,19.73,19.73,19.73
48.27,6.122254897,6.860995154,7.673024338,8.481782338,9.334998403,10.31026139,11.22477099,12.15578559,13.13901939,14.12024365,14.98578559,15.86026139,16.74026139,17.53601299,18.16601299,18.70501615,19.13302434,19.51325175,19.73,19.73,19.73,19.73,19.73,19.73
49.27,6.156848822,6.897146202,7.721909865,8.533151865,9.385322214,10.37195884,11.28394604,12.22038325,13.20349823,14.18349823,15.05038325,15.92320084,16.80195884,17.59270404,18.22270404,18.75532221,19.18190987,19.55452803,19.73,19.73,19.73,19.73,19.73,19.73
50.27,6.194350908,6.937392515,7.767753869,8.586511869,9.440597055,10.43036964,11.34912764,12.28318384,13.27216925,14.25216925,15.11318384,15.98912764,16.86036964,17.64955347,18.28036964,18.80978088,19.22775387,19.5971651,19.73,19.73,19.73,19.73,19.73,19.73
51.27,6.23064616,6.980943541,7.817124626,8.638455341,9.503691807,10.49378052,11.41493381,12.35398919,13.34398919,14.3228359,15.1828359,16.05378052,16.92369181,17.70751072,18.34369181,18.86626872,19.27712462,19.63970154,19.73,19.73,19.73,19.73,19.73,19.73
52.27,6.271575086,7.030954086,7.871149257,8.701065114,9.571260286,10.56303914,11.49063928,12.43063928,13.42063928,14.39303914,15.25303914,16.12303914,16.99188128,17.77168611,18.41126028,18.92292811,19.33052826,19.68157509,19.73,19.73,19.73,19.73,19.73,19.73
53.27,6.31,7.075,7.92,8.755,9.63,10.62884672,11.555,12.49615329,13.48615329,14.46,15.32,16.18884672,17.055,17.83,18.47115329,18.97884671,19.37615329,19.71654014,19.73,19.73,19.73,19.73,19.73,19.73
54.27,6.348478143,7.118300714,7.968921714,8.808207429,9.687586429,10.68882843,11.61820743,12.56642857,13.55642857,14.52704957,15.38704957,16.24882843,17.11696543,17.88838486,18.536606,19.03016371,19.42652186,19.728758,19.73,19.73,19.73,19.73,19.73,19.73
55.27,6.390714286,7.164640571,8.024374428,8.868212,9.748212,10.75794585,11.68794585,12.63785714,13.62785714,14.59785714,15.45688129,16.31794585,17.17918785,17.95401957,18.60393085,19.09313243,19.47552771,19.73,19.73,19.73,19.73,19.73,19.73,19.73
56.27,6.433571429,7.214015,8.081428571,8.930896285,9.812138285,10.82928571,11.75928571,12.70955186,13.70052771,14.66928571,15.52240442,16.38901957,17.24804371,18.018576,18.67008414,19.15169472,19.53018657,19.73,19.73,19.73,19.73,19.73,19.73,19.73
57.27,6.476463286,7.266031286,8.138617714,8.991470286,9.881038286,10.90077214,11.83158214,12.78362471,13.77953014,14.74077214,15.59389086,16.45791957,17.31201414,18.07916157,18.74077214,19.21147029,19.57985972,19.73,19.73,19.73,19.73,19.73,19.73,19.73
58.27,6.519661646,7.316939386,8.196071528,9.056337671,9.951347411,10.97258941,11.90873314,12.86172156,13.85383141,14.81383141,15.67161356,16.52356527,17.38134741,18.14232327,18.81269741,19.27633767,19.63607153,19.73,19.73,19.73,19.73,19.73,19.73,19.73
59.27,6.564558261,7.371654696,8.253550261,9.122974261,10.01567983,11.04443782,11.98400582,12.93633339,13.93386183,14.89319582,15.74443782,16.59443782,17.44567982,18.20501383,18.88633339,19.34297426,19.69088626,19.73,19.73,19.73,19.73,19.73,19.73,19.73
60.27,6.614952957,7.422583275,8.312673275,9.186721594,10.08681159,11.11681159,12.05681159,13.01567759,14.01208391,14.96681159,15.81681159,16.66681159,17.51558759,18.27153928,18.96690159,19.40794559,19.725464,19.73,19.73,19.73,19.73,19.73,19.73,19.73
61.27,6.660861217,7.47949229,8.378141362,9.25015829,10.15880736,11.18936536,12.13060736,13.08936536,14.08878936,15.03936536,15.88812336,16.73812336,17.58015829,18.33814136,19.04621443,19.47936536,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73
62.27,6.712231496,7.53683225,8.437946661,9.317855073,10.22783707,11.26132342,12.21008142,13.16245583,14.16245583,15.11245583,15.95369783,16.80256542,17.64672266,18.39794665,19.10792865,19.55245583,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73
63.27,6.758679912,7.587995912,8.496583882,9.384678705,10.29467871,11.32714188,12.27763503,13.23572985,14.23572985,15.18399471,16.02399471,16.86714188,17.70658388,18.45658388,19.16534188,19.62572985,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73
64.27,6.809895919,7.640648158,8.554349065,9.444239477,10.35499171,11.3938593,12.3476698,13.30831245,14.30831245,15.24499171,16.08499171,16.93310706,17.7651013,18.51434906,19.21559106,19.69605573,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73
64.96,6.837711195,7.671881622,8.587724671,9.477724671,10.3918951,11.4318951,12.38773815,13.35157353,14.35157353,15.2818951,16.1218951,16.96772467,17.80156005,18.54772467,19.24772467,19.72839216,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73
65.96,6.858898092,7.698683883,8.617700479,9.507856601,10.4276424,11.4676424,12.42650287,13.38748628,14.38748628,15.31748628,16.15748628,16.99770049,17.82884,18.57748861,19.27748861,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73
66.96,6.874599257,7.714599257,8.634566302,9.528513469,10.44851347,11.48886448,12.44453334,13.4045663,14.4045663,15.3345663,16.1745663,17.0145663,17.84854642,18.58888147,19.28888147,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73
67.96,6.899295321,7.739482152,8.659482152,9.550247012,10.47024701,11.51908344,12.46966332,13.42966332,14.42966332,15.35948215,16.19929532,17.03929532,17.86987901,18.60987901,19.30969784,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73
68.96,6.929455508,7.774158769,8.694158769,9.589086968,10.50908697,11.54943798,12.50870198,13.46870198,14.46870198,15.39377325,16.22906998,17.06906998,17.89908697,18.63906944,19.33405309,19.72989485,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73
69.96,6.949024688,7.789211519,8.708977867,9.607981894,10.52774824,11.56774824,12.51811624,13.47811624,14.47788259,15.39830307,16.23788259,17.07788259,17.90811624,18.64754075,19.33204632,19.72327594,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73
70.96,6.942621563,7.782155429,8.695439391,9.585421867,10.49907383,11.53897569,12.48860769,13.44860769,14.44262765,15.36850956,16.20262765,17.04272579,17.87870583,18.61557608,19.21134658,19.61781029,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73
71.96,6.907455949,7.734642083,8.631962565,9.511643632,10.41859611,11.45541425,12.39578225,13.35543878,14.35236673,15.27294385,16.1127102,16.9555486,17.78862065,18.53459297,19.04567634,19.47153772,19.72656534,19.73,19.73,19.73,19.73,19.73,19.73,19.73
72.96,6.821963733,7.631624533,8.511776,9.372765867,10.26353067,11.2838048,12.22355947,13.17429973,14.1642016,15.093216,15.933584,16.78355947,17.62390293,18.34332266,18.81685974,19.2758208,19.631392,19.729264,19.73,19.73,19.73,19.73,19.73,19.73
73.96,6.680209422,7.446791585,8.296284563,9.129258074,10.00492705,10.9982304,11.93059603,12.87372219,13.85372219,14.78369766,15.63369766,16.49078685,17.34678566,17.99193992,18.502128,19.00261049,19.39634726,19.70129066,19.72982282,19.73,19.73,19.73,19.73,19.73
74.96,6.455275693,7.175092752,7.979567112,8.774065059,9.609287213,10.57344205,11.47387245,12.40346776,13.37319884,14.30319884,15.16306438,16.03753662,16.89208305,17.50927754,18.06416626,18.61882144,19.05900437,19.447384,19.71471894,19.72932769,19.73,19.73,19.73,19.73
75.96,6.161968166,6.820251988,7.551471016,8.280195892,9.064181604,9.972524848,10.84044067,11.73623033,12.68812097,13.61751745,14.48339654,15.36732663,16.2038823,16.85592175,17.46696136,18.08187166,18.58321984,19.02830731,19.42752927,19.69910611,19.7276448,19.73,19.73,19.73
76.96,5.808267079,6.385410261,7.028928638,7.68197994,8.379356659,9.212307578,10.01871476,10.86485563,11.77810903,12.69092889,13.55106205,14.45036013,15.27468554,15.99016146,16.65993002,17.34318891,17.91621297,18.42957225,18.91232868,19.34231804,19.6526113,19.7288958,19.73,19.73
